TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	797876510.0	797778662.2	797979393.8
2000000000.0	1318684335.0	1318554510.5	1318840220.0
3000000000.0	1672569075.2	1672413177.9	1672740201.1
4000000000.0	1921042537.3	1920873220.5	1921249885.8
5000000000.0	2100502564.3	2100262281.7	2100705904.2
6000000000.0	2233315433.5	2232996350.6	2233523549.9
7000000000.0	2333737435.6	2333227325.7	2334018351.6
8000000000.0	2411141910.9	2410294792.0	2411672599.9
9000000000.0	2471827870.3	2470533826.5	2472701122.2
10000000000.0	2520128144.9	2518309277.2	2521512282.2
11000000000.0	2559108406.7	2556845560.9	2561171106.5
12000000000.0	2591043692.7	2588299875.8	2593908425.3
13000000000.0	2617443387.4	2614262037.2	2621304045.3
14000000000.0	2639539106.2	2635721353.6	2644454112.8
15000000000.0	2658255085.4	2653725088.0	2664459038.5
16000000000.0	2674145744.0	2668961553.0	2681867449.2
17000000000.0	2687799341.2	2681952641.8	2697414902.2
18000000000.0	2699722082.4	2693001478.2	2711334985.0
19000000000.0	2710096159.3	2702625181.3	2723799564.4
20000000000.0	2719273544.1	2711009963.5	2734488157.7
21000000000.0	2727342949.7	2718346376.9	2744578440.2
22000000000.0	2734532954.0	2724795957.0	2754244039.0
23000000000.0	2740969881.6	2730490010.9	2763290316.2
24000000000.0	2746760115.7	2735454470.7	2771816678.3
25000000000.0	2751938370.2	2739854754.6	2779903672.0
26000000000.0	2756635044.5	2743780254.5	2787624852.1
27000000000.0	2760876045.4	2747295042.2	2794843292.6
28000000000.0	2764923235.0	2750452960.0	2801650799.2
29000000000.0	2768523943.9	2753299488.2	2808180275.9
30000000000.0	2771811762.5	2755873231.8	2814462436.1
31000000000.0	2774840243.3	2758207111.7	2820528961.0
32000000000.0	2777642291.1	2760329324.3	2826397326.0
33000000000.0	2780242105.1	2762264120.6	2832085276.9
34000000000.0	2782660655.7	2764032440.3	2837608502.6
35000000000.0	2784916189.6	2765652432.0	2842980435.1
36000000000.0	2787129744.0	2767139881.5	2848212632.8
37000000000.0	2789225616.3	2768508566.5	2853315091.4
38000000000.0	2791201521.4	2769770550.7	2858296500.2
39000000000.0	2793068041.5	2770936430.3	2863237678.8
40000000000.0	2794834547.4	2772015540.1	2868292267.9
41000000000.0	2796509364.0	2773016126.9	2873255988.0
42000000000.0	2798099910.0	2773945496.3	2878133327.5
43000000000.0	2799612816.2	2774810137.0	2882928245.8
44000000000.0	2801054026.3	2775615826.5	2887647379.7
45000000000.0	2802428882.5	2776393659.3	2892305654.8
46000000000.0	2803742199.3	2777128566.7	2896891134.7
47000000000.0	2804998326.7	2777818680.6	2901406322.8
48000000000.0	2806201204.2	2778467664.7	2905853488.9
49000000000.0	2807354408.8	2779078816.7	2910234702.6
50000000000.0	2808461194.8	2779655111.2	2914551861.5
51000000000.0	2809524530.1	2780199236.8	2918806714.4
52000000000.0	2810547126.8	2780713627.6	2923000882.1
53000000000.0	2811816755.2	2781200492.2	2927135873.3
54000000000.0	2813083207.5	2781715824.6	2931213100.0
55000000000.0	2814323207.2	2782216390.6	2935233888.9
56000000000.0	2815538299.1	2782695206.8	2939199492.2
57000000000.0	2816522120.1	2783153733.3	2943111096.3
58000000000.0	2817329076.6	2783592152.3	2946969829.4
59000000000.0	2818108937.9	2784005909.9	2950776767.7
60000000000.0	2818863138.3	2784403046.3	2954532941.5
61000000000.0	2819593009.1	2784784597.3	2958239339.3
62000000000.0	2820299787.8	2785151515.3	2961896912.2
63000000000.0	2820984626.2	2785504678.1	2965792325.7
64000000000.0	2821648598.1	2785844895.0	2970016926.4
65000000000.0	2822292705.4	2786122948.8	2974214782.0
66000000000.0	2822917884.6	2786353367.0	2978386254.2
67000000000.0	2823525011.9	2786573186.0	2982531688.0
68000000000.0	2824114908.1	2786783037.4	2986651413.2
69000000000.0	2824629865.9	2786983507.0	2990761180.9
70000000000.0	2825121403.6	2787175138.3	2994894197.9
71000000000.0	2825598551.6	2787358436.9	2999004308.0
72000000000.0	2826061953.4	2787533872.8	3003091753.3
73000000000.0	2826512213.8	2787721901.4	3007156768.5
74000000000.0	2826949902.2	2787903227.6	3011199581.0
75000000000.0	2827375555.0	2788077790.2	3015220411.7
76000000000.0	2827789677.9	2788245940.0	3019219475.9
77000000000.0	2828192748.2	2788408005.3	3023196983.9
78000000000.0	2828585216.7	2788564293.0	3027153141.1
79000000000.0	2828967509.6	2788715090.8	3031088148.8
80000000000.0	2829340030.2	2788860668.5	3035002204.4
81000000000.0	2829703160.1	2789001279.2	3038895501.6
82000000000.0	2830057261.3	2789137160.5	3042768231.0
83000000000.0	2830402676.8	2789268536.0	3046620580.2
84000000000.0	2830739732.2	2789395615.8	3050452733.6
85000000000.0	2831068736.7	2789518597.5	3054264873.2
86000000000.0	2831389984.1	2789637667.7	3058057178.4
87000000000.0	2831703753.9	2789753002.0	3061829826.3
88000000000.0	2832010312.0	2789864766.0	3065582991.7
89000000000.0	2832309911.6	2789971320.4	3069316847.0
90000000000.0	2832602793.9	2790073830.9	3073031562.8
91000000000.0	2832889189.0	2790173238.4	3076727307.6
92000000000.0	2833169316.2	2790247960.1	3080404248.0
93000000000.0	2833443385.1	2790318427.0	3084062548.5
94000000000.0	2833711595.6	2790386376.7	3087702372.1
95000000000.0	2833974138.9	2790451920.7	3091323879.6
96000000000.0	2834231197.8	2790515164.7	3094927230.5
97000000000.0	2834482947.0	2790576208.9	3098512582.1
98000000000.0	2834729554.0	2790635148.0	3102080090.4
99000000000.0	2834971178.9	2790692072.1	3105629909.6
