TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	804106465.0	804020440.8	804183850.0
2000000000.0	1336014895.0	1335885586.0	1336131364.2
3000000000.0	1700783126.5	1700609354.6	1700930229.1
4000000000.0	1958402727.4	1958186916.3	1958587988.6
5000000000.0	2144998153.5	2144754196.8	2145269318.7
6000000000.0	2283239278.8	2282760353.0	2283592028.1
7000000000.0	2387699543.9	2387066014.1	2388279913.7
8000000000.0	2468043598.1	2467091226.5	2469177872.8
9000000000.0	2530924637.7	2529499312.8	2532844611.0
10000000000.0	2580824384.9	2578865740.7	2583722358.5
11000000000.0	2621051450.2	2618419190.2	2624983049.7
12000000000.0	2653823381.8	2650482820.5	2659016581.7
13000000000.0	2680816493.5	2676750241.6	2687685419.6
14000000000.0	2703329894.6	2698438234.7	2712107328.7
15000000000.0	2722273371.7	2716529824.3	2733192776.4
16000000000.0	2738400357.1	2731745856.1	2751633615.2
17000000000.0	2752232746.2	2744641064.6	2767955628.1
18000000000.0	2764148044.3	2755646840.5	2782562204.4
19000000000.0	2774497025.6	2765100727.1	2795765622.5
20000000000.0	2783607427.7	2773266892.7	2807829098.7
21000000000.0	2791803757.4	2780364808.5	2818936878.8
22000000000.0	2799019438.4	2786567305.1	2829232834.7
23000000000.0	2805438059.9	2792014621.8	2838838472.5
24000000000.0	2811207266.6	2796821344.7	2847851614.7
25000000000.0	2816419082.8	2801081711.9	2856351589.1
26000000000.0	2821149710.2	2804873704.0	2864403186.6
27000000000.0	2825462642.5	2808262224.0	2872059699.0
28000000000.0	2829411098.5	2811301587.1	2879365267.2
29000000000.0	2833039936.8	2814037484.0	2886356706.7
30000000000.0	2836387172.1	2816508539.7	2893064935.1
31000000000.0	2839485184.3	2818747558.6	2899516095.9
32000000000.0	2842361689.2	2820782525.5	2905838279.7
33000000000.0	2845040520.6	2822637414.3	2912098082.7
34000000000.0	2847542265.9	2824332845.7	2918165951.0
35000000000.0	2849884784.6	2825886623.9	2924055234.6
36000000000.0	2852083632.9	2827314178.0	2929777558.7
37000000000.0	2854152413.8	2828628925.5	2935343115.0
38000000000.0	2856103067.6	2829842573.3	2940760898.3
39000000000.0	2857946112.6	2830979391.4	2946038898.9
40000000000.0	2859690847.0	2832045501.9	2951184260.0
41000000000.0	2861345517.1	2833037243.4	2956203406.5
42000000000.0	2862917460.6	2833961604.8	2961102151.2
43000000000.0	2864413225.9	2834824776.7	2965815616.6
44000000000.0	2865838675.0	2835632257.0	2970259522.9
45000000000.0	2867166524.3	2836388941.2	2974594169.0
46000000000.0	2868432510.1	2837099198.8	2978824117.5
47000000000.0	2869642572.5	2837766939.0	2982953599.6
48000000000.0	2870800614.8	2838395667.1	2986986552.8
49000000000.0	2871910176.1	2838988533.3	2990926653.5
50000000000.0	2872974473.0	2839548374.5	2994777344.0
51000000000.0	2873996435.7	2840077750.5	2998541857.2
52000000000.0	2874978738.9	2840578976.2	3002223236.2
53000000000.0	2875923829.1	2841054148.5	3005824352.7
54000000000.0	2876833949.1	2841505170.4	3009347922.1
55000000000.0	2877711158.1	2841933772.3	3012796517.2
56000000000.0	2878557351.0	2842341530.2	3016172580.1
57000000000.0	2879374274.2	2842729881.9	3019478432.5
58000000000.0	2880191014.1	2843100141.3	3022716284.9
59000000000.0	2880984355.8	2843453510.8	3025888245.3
60000000000.0	2881752628.5	2843791092.7	3028996326.0
61000000000.0	2882497106.2	2844113899.1	3032042450.4
62000000000.0	2883218973.2	2844422860.2	3035028458.9
63000000000.0	2883919332.3	2844718832.4	3037956114.3
64000000000.0	2884613413.5	2845002605.5	3040827106.4
65000000000.0	2885290674.2	2845274908.3	3043643056.6
66000000000.0	2885949153.1	2845536414.5	3046405522.0
67000000000.0	2886589687.8	2845787747.7	3049115998.6
68000000000.0	2887213063.5	2846029485.7	3051775925.2
69000000000.0	2887820017.7	2846262164.4	3054386686.2
70000000000.0	2888411243.3	2846486281.7	3056949614.3
71000000000.0	2888987392.7	2846702300.5	3059465993.5
72000000000.0	2889549080.0	2846910651.8	3061937061.3
73000000000.0	2890096884.9	2847111737.0	3064364011.1
74000000000.0	2890631354.2	2847305930.9	3066747994.1
75000000000.0	2891153004.8	2847493583.0	3069090121.6
76000000000.0	2891662325.6	2847675020.6	3071391466.5
77000000000.0	2892159779.4	2847850549.3	3073653065.3
78000000000.0	2892645804.8	2848020455.8	3075875919.6
79000000000.0	2893120817.8	2848185008.6	3078060997.6
80000000000.0	2893585213.2	2848344459.7	3080209235.6
81000000000.0	2894039366.2	2848499045.7	3082321539.3
82000000000.0	2894483633.2	2848648988.9	3084398785.2
83000000000.0	2894918353.7	2848794498.6	3086441821.6
84000000000.0	2895343850.8	2848935771.7	3088451470.1
85000000000.0	2895760432.3	2849072993.8	3090428526.1
86000000000.0	2896168391.8	2849206339.9	3092373760.4
87000000000.0	2896568009.5	2849335975.0	3094287919.9
88000000000.0	2896959552.8	2849462055.2	3096171728.6
89000000000.0	2897343277.4	2849584727.7	3098025888.4
90000000000.0	2897719427.5	2849704132.0	3099851080.1
91000000000.0	2898088236.9	2849820400.0	3101647964.0
92000000000.0	2898449929.3	2849941781.4	3103417180.8
93000000000.0	2898797316.1	2850072211.4	3105159352.3
94000000000.0	2899142522.9	2850199616.9	3106875082.0
95000000000.0	2899490438.6	2850324107.8	3108564955.9
96000000000.0	2899831965.2	2850445788.7	3110229543.1
97000000000.0	2900167285.1	2850564759.0	3111869396.3
98000000000.0	2900496573.5	2850681113.5	3113485052.6
99000000000.0	2900819998.8	2850791799.7	3115077033.7
