TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	675836965.0	675778981.8	675887187.0
2000000000.0	1041776115.0	1041699607.5	1041858030.2
3000000000.0	1280248385.9	1280141327.1	1280340296.5
4000000000.0	1451064679.0	1450926368.6	1451206065.7
5000000000.0	1580852364.1	1580653475.1	1581050779.2
6000000000.0	1683571382.8	1683270720.7	1683866441.7
7000000000.0	1767313314.8	1766686816.0	1768112068.8
8000000000.0	1837135906.2	1836007889.0	1839326857.3
9000000000.0	1896436878.6	1894898708.6	1900971643.8
10000000000.0	1947479033.8	1945611468.6	1954806868.5
11000000000.0	1992007269.0	1989645028.8	2002909231.8
12000000000.0	2031217209.8	2028020514.1	2046597658.5
13000000000.0	2066024748.8	2061871102.8	2085591476.0
14000000000.0	2097202692.1	2091775129.5	2116497550.9
15000000000.0	2125287698.0	2118431150.4	2144552847.8
16000000000.0	2150746445.6	2142356681.4	2170497921.2
17000000000.0	2173929424.1	2164613024.2	2195200747.8
18000000000.0	2195127093.6	2184884037.5	2217851297.1
19000000000.0	2214596315.9	2203419617.7	2238711459.1
20000000000.0	2232547768.3	2220403479.0	2257997959.8
21000000000.0	2249106589.5	2236017684.3	2275892065.0
22000000000.0	2264441743.3	2250434517.0	2292546850.4
23000000000.0	2278710438.6	2263784396.4	2308092708.6
24000000000.0	2292046135.1	2276179688.5	2322641572.5
25000000000.0	2304550737.2	2287717700.1	2336290197.8
26000000000.0	2316274431.8	2298483100.4	2349122745.5
27000000000.0	2327289281.8	2308549892.2	2361212837.2
28000000000.0	2337658626.4	2317983027.1	2372625208.1
29000000000.0	2347443730.5	2326839737.0	2383417049.0
30000000000.0	2356694550.5	2335170638.8	2393639105.7
31000000000.0	2365453875.3	2343020655.7	2403336586.4
32000000000.0	2373758853.1	2350429788.8	2412549916.1
33000000000.0	2381642458.3	2357433767.9	2421315367.9
34000000000.0	2389136336.0	2364064602.0	2429665595.3
35000000000.0	2396269006.5	2370351047.5	2437630082.1
36000000000.0	2403066245.4	2376319007.5	2445235526.1
37000000000.0	2409551409.1	2381909957.0	2452506166.8
38000000000.0	2415745714.4	2387213157.6	2459464067.6
39000000000.0	2421668480.3	2392263333.0	2466129358.9
40000000000.0	2427337337.2	2397077971.2	2472520449.1
41000000000.0	2432768408.8	2401673001.4	2478654207.8
42000000000.0	2437976471.3	2406062962.4	2484546125.7
43000000000.0	2442975091.9	2410261149.5	2490210455.3
44000000000.0	2447776751.0	2414279743.6	2495660333.6
45000000000.0	2452392949.7	2418129924.9	2500907890.9
46000000000.0	2456834304.6	2421821972.3	2505964346.6
47000000000.0	2461110631.6	2425365351.8	2510840094.6
48000000000.0	2465231021.0	2428768795.0	2515544778.5
49000000000.0	2469203903.0	2432040368.1	2520087358.9
50000000000.0	2473037107.3	2435187533.6	2524476173.9
51000000000.0	2476737916.2	2438217205.7	2528718992.5
52000000000.0	2480313111.1	2441135799.0	2532823063.1
53000000000.0	2483769016.0	2443949272.8	2536795156.8
54000000000.0	2487111534.8	2446663170.2	2540641606.4
55000000000.0	2490346186.3	2449282654.1	2544368341.8
56000000000.0	2493478135.2	2451812538.4	2547980921.7
57000000000.0	2496512219.8	2454257317.4	2551484562.7
58000000000.0	2499443041.1	2456621191.4	2554884165.1
59000000000.0	2502281759.0	2458908090.3	2558184337.2
60000000000.0	2505035598.4	2461121694.8	2561389416.6
61000000000.0	2507708324.8	2463265456.2	2564503489.9
62000000000.0	2510303483.1	2465342613.1	2567530411.1
63000000000.0	2512824414.0	2467356208.1	2570473817.7
64000000000.0	2515274268.4	2469309102.2	2573337146.1
65000000000.0	2517656020.6	2471203987.9	2576123645.0
66000000000.0	2519972480.8	2473043401.6	2578836388.6
67000000000.0	2522226306.2	2474829734.4	2581478288.1
68000000000.0	2524420011.3	2476565242.7	2584052102.3
69000000000.0	2526555977.2	2478252057.1	2586560447.5
70000000000.0	2528636460.7	2479892191.5	2589005807.0
71000000000.0	2530663602.1	2481487550.3	2591390539.0
