TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	694806170.0	694755551.0	694847537.5
2000000000.0	1082572000.0	1082498389.8	1082639464.2
3000000000.0	1337361872.2	1337261220.3	1337442704.2
4000000000.0	1519899025.6	1519744238.8	1519994118.1
5000000000.0	1658097913.8	1657803163.0	1658232991.9
6000000000.0	1766869447.1	1766521194.9	1767126257.3
7000000000.0	1854979931.7	1854448215.7	1855398394.1
8000000000.0	1927959591.2	1926954966.1	1928612223.9
9000000000.0	1989507267.7	1987988770.8	1990562159.8
10000000000.0	2042219837.6	2040123594.3	2043771634.6
11000000000.0	2087900645.3	2085215847.5	2090053032.0
12000000000.0	2127940312.1	2124623927.7	2130755062.8
13000000000.0	2163283070.7	2159330044.4	2166802304.3
14000000000.0	2194769999.2	2190133174.2	2199016407.5
15000000000.0	2223023568.0	2217683169.3	2228005718.3
16000000000.0	2248475977.1	2242473894.6	2254262405.2
17000000000.0	2271535548.4	2264903319.4	2278171463.8
18000000000.0	2292528950.4	2285295867.7	2299968604.8
19000000000.0	2311737193.7	2303918759.6	2319859951.1
20000000000.0	2329415379.1	2320994157.5	2338267042.1
21000000000.0	2345722878.2	2336708328.5	2355325101.6
22000000000.0	2360811263.1	2351218647.9	2371254608.3
23000000000.0	2374821558.6	2364659017.2	2386343167.8
24000000000.0	2387895266.9	2377144102.0	2400491696.1
25000000000.0	2400098157.0	2388772680.6	2413828523.2
26000000000.0	2411515699.3	2399630313.9	2426470369.7
27000000000.0	2422222407.9	2409791492.1	2438432366.7
28000000000.0	2432283556.9	2419321375.4	2449777392.1
29000000000.0	2441756581.4	2428277215.1	2460560639.1
30000000000.0	2450692229.8	2436709521.6	2470852631.1
31000000000.0	2459135517.1	2444663031.4	2480749352.6
32000000000.0	2467126518.5	2452177510.8	2490221810.0
33000000000.0	2474701034.2	2459288429.7	2499247088.7
34000000000.0	2481891149.1	2466027528.0	2507778658.6
35000000000.0	2488725705.8	2472423294.2	2515963251.0
36000000000.0	2495230707.0	2478513397.2	2523825669.8
37000000000.0	2501429659.3	2484327426.4	2531388320.3
38000000000.0	2507343867.7	2489866759.2	2538671495.0
39000000000.0	2512992688.7	2495150458.5	2545693620.6
40000000000.0	2518393750.3	2500195859.3	2552471470.2
41000000000.0	2523563141.3	2505018760.4	2559024487.5
42000000000.0	2528510050.2	2509633591.8	2565380274.8
43000000000.0	2533246391.8	2514053559.5	2571534951.9
44000000000.0	2537791697.6	2518290773.0	2577500265.8
45000000000.0	2542157373.0	2522356105.0	2583287021.7
46000000000.0	2546353927.8	2526258281.2	2588905177.0
47000000000.0	2550391063.3	2530008569.2	2594363924.2
48000000000.0	2554277748.5	2533615681.4	2599671764.0
49000000000.0	2558022288.4	2537087675.6	2604836570.4
50000000000.0	2561632384.7	2540432015.0	2609865648.4
51000000000.0	2565115189.9	2543655622.4	2614765785.1
52000000000.0	2568477355.4	2546764928.3	2619543296.2
53000000000.0	2571725074.9	2549765913.9	2624204066.3
54000000000.0	2574864123.3	2552664149.7	2628753586.4
55000000000.0	2577899891.8	2555464830.1	2633196986.5
56000000000.0	2580837419.1	2558172805.0	2637539065.6
57000000000.0	2583681419.9	2560792607.6	2641784318.5
58000000000.0	2586436310.9	2563328479.9	2645936959.7
59000000000.0	2589099409.9	2565784395.8	2650000946.0
60000000000.0	2591657265.1	2568164082.0	2653979995.8
61000000000.0	2594138120.5	2570471037.1	2657877607.5
62000000000.0	2596545411.3	2572708548.2	2661697075.9
63000000000.0	2598882370.9	2574879707.5	2665441506.9
64000000000.0	2601152045.5	2576987425.8	2669153977.4
65000000000.0	2603357307.3	2579034446.3	2672845506.1
66000000000.0	2605500867.1	2581023355.8	2676471619.9
67000000000.0	2607585285.2	2582956596.3	2680034730.1
68000000000.0	2609612981.9	2584836474.6	2683537118.9
69000000000.0	2611586247.0	2586665171.8	2686980948.5
70000000000.0	2613507248.3	2588444751.5	2690368269.0
71000000000.0	2615378039.8	2590177167.9	2693701025.9
72000000000.0	2617200568.9	2591864272.7	2696981066.7
73000000000.0	2618976683.6	2593507822.0	2700210147.5
74000000000.0	2620708138.4	2595109482.0	2703389938.3
75000000000.0	2622396600.3	2596670835.2	2706522028.7
76000000000.0	2624043654.3	2598193385.1	2709607932.9
77000000000.0	2625650808.2	2599678561.5	2712649094.0
78000000000.0	2627219497.2	2601127724.6	2715646888.5
79000000000.0	2628751088.7	2602542169.3	2718602630.2
80000000000.0	2630246885.7	2603923129.4	2721517573.6
81000000000.0	2631708130.7	2605271780.7	2724392917.9
82000000000.0	2633136009.5	2606589244.5	2727229809.4
83000000000.0	2634531653.9	2607876590.8	2730029345.1
84000000000.0	2635896145.2	2609134841.3	2732792575.1
85000000000.0	2637230516.8	2610364971.8	2735520505.5
86000000000.0	2638535756.6	2611567915.2	2738214100.2
87000000000.0	2639812809.9	2612744563.3	2740874283.8
88000000000.0	2641062581.5	2613895769.4	2743501943.4
89000000000.0	2642285937.6	2615022350.2	2746097930.4
90000000000.0	2643483708.4	2616125087.9	2748663062.8
91000000000.0	2644656689.2	2617204731.8	2751198126.4
92000000000.0	2645805643.0	2618262000.3	2753703876.8
93000000000.0	2646931301.6	2619297582.0	2756181040.7
94000000000.0	2648034367.3	2620312137.8	2758630317.5
95000000000.0	2649115514.6	2621306301.8	2761052380.5
96000000000.0	2650175391.1	2622280682.9	2763447878.2
97000000000.0	2651214619.3	2623235866.2	2765817435.6
98000000000.0	2652233797.7	2624172413.5	2768161655.0
99000000000.0	2653233501.6	2625090865.4	2770481117.6
