TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	805747205.0	805629300.5	805847465.2
2000000000.0	1341333695.0	1341174120.2	1341484877.0
3000000000.0	1709464193.1	1709292682.1	1709671298.5
4000000000.0	1969637138.1	1969415078.6	1969889670.0
5000000000.0	2157943707.5	2157652915.2	2158274635.9
6000000000.0	2297157506.7	2296733944.0	2297729743.3
7000000000.0	2402162307.6	2401298775.7	2403363877.8
8000000000.0	2482822726.6	2481288439.1	2486321833.6
9000000000.0	2545612811.6	2543455291.8	2551249942.9
10000000000.0	2595262758.7	2592411484.1	2604331174.8
11000000000.0	2635056287.3	2631381328.9	2646478309.6
12000000000.0	2667241328.8	2662777388.0	2681126614.5
13000000000.0	2693661060.0	2688326649.0	2710095213.0
14000000000.0	2715631728.4	2709309788.7	2734673569.5
15000000000.0	2734036815.4	2726710940.7	2755934194.0
16000000000.0	2749727509.0	2741637245.8	2774968885.9
17000000000.0	2763143269.1	2754292477.5	2791985955.1
18000000000.0	2774759908.2	2764688429.1	2807266677.9
19000000000.0	2784820845.4	2773552476.7	2821127199.2
20000000000.0	2793586348.5	2781155225.7	2834651441.5
21000000000.0	2801361387.5	2787712419.6	2847344018.4
22000000000.0	2808153401.6	2793397384.4	2859304321.9
23000000000.0	2814190829.8	2798350370.8	2870695997.7
24000000000.0	2819600418.2	2802685633.1	2881584959.1
25000000000.0	2824473735.5	2806496838.7	2892027724.5
26000000000.0	2828886324.8	2809861237.5	2902082721.1
27000000000.0	2832900887.1	2812842898.9	2911797086.3
28000000000.0	2836569765.8	2815495244.5	2921209066.4
29000000000.0	2839936898.6	2817863042.3	2930349875.4
30000000000.0	2843039362.5	2819983988.5	2939245141.3
31000000000.0	2845908602.6	2821889968.3	2947916038.5
32000000000.0	2848571416.5	2823608068.6	2956380176.1
33000000000.0	2851050747.3	2825161394.4	2964652299.2
34000000000.0	2853650225.0	2826569731.7	2972744844.4
35000000000.0	2856241796.6	2827850087.1	2980668380.9
