TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	806407905.0	806325424.3	806486518.8
2000000000.0	1340524105.0	1340396374.2	1340657005.8
3000000000.0	1706844391.3	1706687847.7	1706995449.8
4000000000.0	1965371183.2	1965176200.2	1965568814.8
5000000000.0	2152360017.8	2152046747.8	2152642662.3
6000000000.0	2290587178.9	2290042766.2	2291066739.1
7000000000.0	2394708352.5	2393998361.4	2395668491.0
8000000000.0	2474532214.8	2473320743.7	2475983679.1
9000000000.0	2536677292.3	2534969658.8	2538602465.6
10000000000.0	2585721843.6	2583474371.1	2588469019.3
11000000000.0	2624990058.2	2622103703.6	2628952653.1
12000000000.0	2656790023.7	2653224284.7	2662488976.6
13000000000.0	2682687975.0	2678565237.3	2690585042.4
14000000000.0	2704234761.4	2699346671.2	2714261140.2
15000000000.0	2722144452.2	2716531020.0	2734654386.0
16000000000.0	2737151856.6	2730868186.2	2752470448.4
17000000000.0	2750186019.6	2742868972.2	2768245377.7
18000000000.0	2761434610.3	2752959436.3	2782390982.9
19000000000.0	2771096235.2	2761529691.0	2795242670.7
20000000000.0	2779557813.1	2768849642.6	2807034427.7
21000000000.0	2786679930.7	2775134444.0	2818294759.3
22000000000.0	2793200273.7	2780556905.9	2829172047.9
23000000000.0	2798935217.1	2785256817.3	2839574510.4
24000000000.0	2803989782.4	2789348009.2	2849604220.8
25000000000.0	2808372508.9	2792923755.0	2859316437.6
26000000000.0	2812250145.2	2796060933.8	2868769607.9
27000000000.0	2815697035.5	2798823263.4	2878009964.0
28000000000.0	2818851226.2	2801263830.0	2887001464.4
29000000000.0	2821977069.9	2803427081.5	2895065153.3
30000000000.0	2824856028.4	2805350407.4	2902914163.4
31000000000.0	2827627001.7	2807065399.7	2910569810.2
32000000000.0	2830056054.5	2808600269.8	2918049706.9
33000000000.0	2832301221.0	2810189540.7	2925368482.3
34000000000.0	2834393213.0	2811642065.4	2932547115.4
35000000000.0	2836472666.9	2812887187.2	2939635312.7
36000000000.0	2838445564.6	2813906017.0	2946597894.8
37000000000.0	2840310767.9	2814828871.3	2953442018.1
38000000000.0	2842003429.8	2815666584.2	2960173778.5
39000000000.0	2843500601.0	2816428577.4	2966798404.1
40000000000.0	2844915451.3	2817123068.2	2973320411.1
41000000000.0	2846250039.9	2817757243.0	2979743730.4
42000000000.0	2847600639.9	2818337403.9	2986071810.4
43000000000.0	2848873775.3	2818869091.6	2992307701.5
44000000000.0	2850048463.2	2819357189.1	2998454124.5
45000000000.0	2851170559.7	2819806010.4	3004513526.3
46000000000.0	2852244117.2	2820219375.3	3010488126.6
47000000000.0	2853272766.5	2820600673.2	3016379955.3
48000000000.0	2854348302.5	2820952918.5	3022190883.4
49000000000.0	2855574020.9	2821278797.3	3027922648.7
50000000000.0	2856544955.5	2821580707.7	3033576876.7
51000000000.0	2857482150.9	2821860795.1	3039155097.8
52000000000.0	2858387731.9	2822120982.0	3044658761.8
53000000000.0	2859263631.6	2822362994.6	3050089249.4
54000000000.0	2860111612.5	2822588385.3	3054692547.5
55000000000.0	2860933285.8	2822798552.5	3058901007.5
56000000000.0	2861730127.1	2822994758.1	3063307317.1
57000000000.0	2862503491.1	2823178142.3	3067637415.2
58000000000.0	2863254623.8	2823349737.2	3071893310.5
59000000000.0	2863984673.7	2823510478.3	3076076928.2
60000000000.0	2864694701.7	2823661214.7	3080190116.0
61000000000.0	2865385689.2	2823802718.2	3084234649.4
62000000000.0	2866058546.0	2823935691.4	3088212236.9
63000000000.0	2866714117.3	2824060774.5	3092124524.0
64000000000.0	2867353189.0	2824178551.9	3095973096.8
65000000000.0	2867976493.7	2824289557.3	3099759486.2
66000000000.0	2868584715.0	2824394279.0	3103485170.3
67000000000.0	2869178492.1	2824493164.4	3107151577.6
68000000000.0	2869758423.5	2824586623.5	3110760089.5
69000000000.0	2870325070.1	2824675032.7	3114312042.9
70000000000.0	2870839326.3	2824758737.9	3117808732.0
71000000000.0	2871335489.6	2824838057.3	3121251410.6
72000000000.0	2871869682.9	2824913284.0	3124641293.7
73000000000.0	2872418242.0	2824984687.9	3127979559.4
74000000000.0	2872955498.4	2825052518.3	3131267350.7
75000000000.0	2873481847.0	2825117005.4	3134505776.4
76000000000.0	2873997661.7	2825178361.9	3137695913.1
77000000000.0	2874503297.3	2825236784.6	3140838806.1
78000000000.0	2874999090.1	2825292455.9	3143935470.8
79000000000.0	2875485360.2	2825345544.8	3146986893.9
80000000000.0	2875962411.5	2825396208.0	3150065264.1
81000000000.0	2876430533.8	2825444591.1	3153100700.7
82000000000.0	2876890002.9	2825490829.4	3156093568.2
83000000000.0	2877341082.2	2825535048.7	3159044726.1
84000000000.0	2877784022.8	2825577366.0	3161955011.1
85000000000.0	2878219065.0	2825617890.5	3164825238.5
86000000000.0	2878646438.1	2825656723.8	3167656202.7
87000000000.0	2879066362.0	2825693960.7	3170448677.5
88000000000.0	2879479046.9	2825729689.7	3173203417.5
89000000000.0	2879884694.5	2825763993.6	3175921157.9
90000000000.0	2880283498.2	2825796949.7	3178602615.8
91000000000.0	2880675643.4	2825828630.4	3181248490.3
92000000000.0	2881061308.5	2825859103.2	3183859463.2
93000000000.0	2881440664.6	2825888431.7	3186436199.6
94000000000.0	2881813876.3	2825916675.3	3188979348.3
95000000000.0	2882181102.0	2825943889.8	3191489542.3
96000000000.0	2882542494.2	2825970127.5	3193967399.3
97000000000.0	2882898199.7	2825995437.5	3196413522.3
98000000000.0	2883248360.1	2826019866.1	3198828499.6
99000000000.0	2883593111.6	2826043456.6	3201212905.7
