TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	730144360.0	730107692.8	730189822.8
2000000000.0	1158464190.0	1158397892.0	1158544982.2
3000000000.0	1442839315.9	1442753312.5	1442944168.1
4000000000.0	1645955250.4	1645837380.4	1646079841.7
5000000000.0	1798413091.4	1798213685.6	1798572079.6
6000000000.0	1917087466.4	1916732677.0	1917366233.5
7000000000.0	2012064807.2	2011000201.2	2012570271.5
8000000000.0	2089843274.7	2087513947.0	2090801095.7
9000000000.0	2154702359.2	2151653050.2	2156188579.4
10000000000.0	2209610562.2	2205736249.8	2211696591.6
11000000000.0	2256631320.0	2252188557.6	2259532587.8
12000000000.0	2297386327.0	2293211842.4	2301122524.4
13000000000.0	2333063887.9	2328207339.8	2337596880.1
14000000000.0	2364543932.2	2358789403.1	2369833691.3
15000000000.0	2392525235.4	2385784894.5	2398523148.1
16000000000.0	2417559738.0	2409802625.1	2424215265.7
17000000000.0	2440085908.2	2431297910.3	2447353377.9
18000000000.0	2460481797.7	2450640545.5	2468298442.4
19000000000.0	2479023239.8	2468133705.9	2487347055.3
20000000000.0	2495951957.7	2484027992.0	2504745004.8
21000000000.0	2511469435.8	2498532049.0	2520723995.7
22000000000.0	2525745215.1	2511820719.5	2535434250.3
23000000000.0	2538937563.4	2524041388.5	2549015695.1
24000000000.0	2551153638.2	2535318979.5	2561593368.6
25000000000.0	2562492546.5	2545759926.6	2573274545.5
26000000000.0	2573048081.8	2555455361.2	2584151767.7
27000000000.0	2582900133.2	2564483684.5	2594305280.1
28000000000.0	2592116752.2	2572912657.8	2603805001.8
29000000000.0	2600757487.8	2580801109.8	2612712130.9
30000000000.0	2608874674.2	2588200337.5	2621080461.5
31000000000.0	2616514491.1	2595155259.9	2628957468.6
32000000000.0	2623717842.8	2601705373.3	2636385208.8
33000000000.0	2630521090.5	2607885543.1	2643338965.0
34000000000.0	2636956665.6	2613726665.5	2649893665.8
35000000000.0	2643053587.0	2619256219.8	2656104588.8
36000000000.0	2648837898.4	2624498732.1	2661998083.4
37000000000.0	2654332536.0	2629476167.4	2667650156.8
