TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	695308680.0	695264515.8	695355555.0
2000000000.0	1082387315.0	1082316720.0	1082464699.8
3000000000.0	1335868076.1	1335780360.8	1335974617.6
4000000000.0	1516984568.3	1516871192.7	1517110452.0
5000000000.0	1653864670.5	1653726823.1	1654028119.9
6000000000.0	1761554889.4	1761360040.4	1761847500.6
7000000000.0	1848917427.8	1848195044.0	1850369433.1
8000000000.0	1921036374.0	1919646925.4	1924460708.5
9000000000.0	1981746742.9	1980347562.8	1986110489.5
10000000000.0	2033781706.7	2032163564.4	2038272916.3
11000000000.0	2078859513.4	2076976978.6	2084452847.2
12000000000.0	2118311726.0	2116199020.8	2125216868.9
13000000000.0	2153245167.3	2150779318.4	2160958121.5
14000000000.0	2184310264.0	2181529289.1	2192939551.7
15000000000.0	2212142301.8	2209062577.3	2221990323.9
16000000000.0	2237236100.9	2233865883.9	2248888767.6
17000000000.0	2259990552.3	2256331302.7	2273486834.1
18000000000.0	2280723625.1	2276778461.8	2296085042.0
19000000000.0	2299697424.6	2295470675.5	2316933107.4
20000000000.0	2317130062.6	2312626928.1	2336240538.8
21000000000.0	2333218274.2	2328430900.8	2354184510.4
22000000000.0	2348118681.1	2343037864.2	2370915870.3
23000000000.0	2361932112.4	2356580005.9	2386563827.0
24000000000.0	2374824960.9	2369170596.0	2401239661.0
25000000000.0	2386849574.0	2380907276.1	2415039701.6
26000000000.0	2398084832.4	2391874681.4	2428047735.5
27000000000.0	2408611643.1	2402146549.6	2440618704.2
28000000000.0	2418496758.5	2411787429.4	2452604053.6
29000000000.0	2427800622.2	2420854076.8	2464013621.5
30000000000.0	2436573503.6	2429396602.3	2474894716.1
31000000000.0	2444860588.4	2437459420.8	2485289296.3
32000000000.0	2452673077.9	2445082041.9	2495234722.8
33000000000.0	2460074570.0	2452298578.1	2504764384.4
34000000000.0	2467097254.6	2459129262.4	2513908223.8
35000000000.0	2473784369.3	2465615165.4	2522693181.8
36000000000.0	2480153249.2	2471781848.2	2530920580.1
37000000000.0	2486220329.8	2477652397.3	2538707667.4
38000000000.0	2492006700.8	2483246371.5	2546189535.7
39000000000.0	2497531520.8	2488583843.3	2553385292.8
40000000000.0	2502812234.0	2493682348.6	2560312401.0
41000000000.0	2507864759.1	2498557632.6	2566986855.5
42000000000.0	2512703653.0	2503224082.6	2573423340.4
43000000000.0	2517342254.2	2507694872.7	2579635364.1
44000000000.0	2521792808.1	2511982088.3	2585635378.5
45000000000.0	2526066577.6	2516096837.5	2591434883.7
46000000000.0	2530173939.3	2520049347.5	2597044520.0
47000000000.0	2534124470.2	2523849050.7	2602474149.2
48000000000.0	2537927023.2	2527504660.6	2607732927.1
49000000000.0	2541589794.4	2531024239.1	2612829367.6
50000000000.0	2545120383.2	2534415256.6	2617771399.7
51000000000.0	2548525846.0	2537684645.1	2622566418.3
52000000000.0	2551812744.0	2540838845.9	2627221330.6
53000000000.0	2554987185.8	2543883852.9	2631742596.2
54000000000.0	2558054865.9	2546825250.1	2636136264.5
55000000000.0	2561021099.7	2549668246.7	2640408007.6
56000000000.0	2563890854.2	2552417707.7	2644563150.2
57000000000.0	2566668776.4	2555078182.2	2648606696.8
58000000000.0	2569359218.6	2557653928.4	2652543356.2
59000000000.0	2571966261.6	2560148560.3	2656377563.7
60000000000.0	2574493735.7	2562564179.3	2660113501.2
61000000000.0	2576945239.1	2564906348.7	2663755116.0
62000000000.0	2579324156.2	2567178372.6	2667306137.0
63000000000.0	2581633672.4	2569383360.0	2670770090.6
64000000000.0	2583876789.0	2571524238.2	2674150314.6
65000000000.0	2586056336.5	2573603766.4	2677449970.8
66000000000.0	2588174986.0	2575624547.7	2680672056.9
67000000000.0	2590235261.0	2577589039.7	2683819417.7
68000000000.0	2592239547.0	2579499564.6	2686894754.6
69000000000.0	2594190100.9	2581358318.5	2689900634.9
70000000000.0	2596089059.8	2583167379.8	2692839500.5
71000000000.0	2597938448.6	2584928717.1	2695713675.6
72000000000.0	2599740187.5	2586644196.1	2698525373.7
73000000000.0	2601496098.4	2588315586.6	2701276704.6
74000000000.0	2603207911.5	2589944568.1	2703969680.6
75000000000.0	2604877270.7	2591532736.2	2706606221.8
76000000000.0	2606505739.0	2593081607.0	2709188162.1
77000000000.0	2608094803.6	2594592622.6	2711717253.8
78000000000.0	2609645880.2	2596067155.2	2714195172.2
79000000000.0	2611160317.4	2597506511.5	2716623519.9
80000000000.0	2612639400.6	2598911936.4	2719003830.9
81000000000.0	2614084355.7	2600284616.8	2721337574.5
82000000000.0	2615496352.3	2601625684.6	2723626158.3
83000000000.0	2616876507.4	2602936220.5	2725870932.0
84000000000.0	2618225887.7	2604217256.1	2728073190.2
85000000000.0	2619545512.9	2605469777.1	2730234175.1
86000000000.0	2620836358.0	2606694725.8	2732355079.6
87000000000.0	2622099355.7	2607893003.4	2734437049.5
88000000000.0	2623335398.9	2609065472.2	2736481185.8
89000000000.0	2624545342.7	2610212957.6	2738488547.2
90000000000.0	2625730006.2	2611336250.3	2740460152.0
91000000000.0	2626890174.7	2612436107.9	2742396980.0
