TOTAL_BASES	EXPECTED_COVERED_BASES	LOWER_95%CI	UPPER_95%CI
0	0	0	0
1000000000.0	801578740.0	801546250.2	801620298.0
2000000000.0	1328228570.0	1328171126.2	1328300656.0
3000000000.0	1689457122.6	1689361545.9	1689568539.3
4000000000.0	1945618609.2	1945484953.4	1945782371.8
5000000000.0	2132339768.6	2132162952.6	2132581820.3
6000000000.0	2271688961.3	2271396491.5	2272118881.8
7000000000.0	2377808048.3	2377311966.9	2378378014.6
8000000000.0	2460159099.4	2459335995.3	2460967004.1
9000000000.0	2525067778.6	2523764601.7	2526444781.9
10000000000.0	2576991826.2	2575307132.1	2578974923.0
11000000000.0	2619245624.2	2616890824.0	2622004357.3
12000000000.0	2653977396.0	2650732076.6	2657991802.6
13000000000.0	2682884037.9	2678610208.0	2688656480.8
14000000000.0	2707224616.8	2701797300.3	2715126255.2
15000000000.0	2727889162.5	2721247724.3	2738097668.8
16000000000.0	2745778314.3	2737713398.1	2758171984.8
17000000000.0	2761145976.0	2751752933.8	2776110410.5
18000000000.0	2774467301.6	2763796245.4	2792313659.5
19000000000.0	2786083985.2	2774192631.3	2807403418.1
20000000000.0	2796430813.9	2783220452.3	2821553276.5
21000000000.0	2805782672.1	2791103355.3	2834850865.7
22000000000.0	2814234637.9	2798022400.2	2847455749.3
23000000000.0	2821884923.6	2804114069.5	2859494527.3
24000000000.0	2828617642.0	2809447849.8	2871089251.4
25000000000.0	2834835765.4	2814179491.4	2882354140.2
26000000000.0	2840576417.8	2818392824.7	2893306966.6
27000000000.0	2845868038.8	2822157977.0	2903999036.6
28000000000.0	2850668230.6	2825533921.9	2914108763.8
29000000000.0	2855195345.8	2828570500.6	2923695959.8
30000000000.0	2859351066.7	2831310034.6	2933062173.7
31000000000.0	2863009323.3	2833788621.0	2942230272.4
32000000000.0	2866448797.4	2836037178.2	2951219025.4
33000000000.0	2869766014.1	2838082295.6	2960043889.5
34000000000.0	2873022807.0	2839946926.8	2968717637.5
35000000000.0	2876114189.3	2841650959.8	2977250863.0
36000000000.0	2879044248.0	2843211685.3	2985652387.0
37000000000.0	2881753502.9	2844644186.6	2993929586.6
38000000000.0	2884291119.6	2845961662.3	3002088660.9
39000000000.0	2886675181.8	2847175697.4	3010134847.2
40000000000.0	2888943767.0	2848296489.7	3018072596.8
41000000000.0	2891317447.0	2849333040.8	3025905718.0
42000000000.0	2893928719.5	2850293317.7	3033637493.2
43000000000.0	2895995323.7	2851184389.6	3041270774.3
44000000000.0	2897978534.7	2852012544.7	3048808060.9
45000000000.0	2899884117.3	2852783389.2	3056251564.2
46000000000.0	2901717277.3	2853501933.1	3063922235.8
47000000000.0	2903482728.9	2854172663.2	3071887682.9
48000000000.0	2905184752.1	2854799605.9	3080246079.4
49000000000.0	2906827243.1	2855386382.2	3088564867.3
50000000000.0	2908413757.1	2855936254.8	3096843879.9
51000000000.0	2909947546.4	2856452168.6	3105082884.6
52000000000.0	2911431592.3	2856936787.3	3113281601.5
53000000000.0	2912868634.6	2857392523.8	3121439718.5
54000000000.0	2914261195.9	2857821567.9	3129556904.0
55000000000.0	2915611603.7	2858225910.2	3137632817.0
56000000000.0	2916922009.9	2858607362.9	3145667115.5
57000000000.0	2918194407.7	2858967578.4	3153659462.4
58000000000.0	2919430646.8	2859308065.8	3161609531.3
59000000000.0	2920632446.5	2859630205.1	3169517010.4
60000000000.0	2921801407.9	2859935260.2	3177381605.4
61000000000.0	2922939024.2	2860224390.1	3185203042.1
62000000000.0	2924046690.4	2860498659.1	3192981067.7
63000000000.0	2925125711.6	2860759045.9	3200715452.6
64000000000.0	2926177310.4	2861006451.3	3208405990.6
65000000000.0	2927202634.0	2861241705.5	3216052499.4
66000000000.0	2928202760.3	2861465575.0	3223654820.9
67000000000.0	2929178703.0	2861678767.5	3231212820.8
68000000000.0	2930131417.1	2861881937.9	3238726388.5
69000000000.0	2931106338.9	2862075692.2	3246195436.2
70000000000.0	2932142388.9	2862260592.3	3253619899.0
71000000000.0	2933157404.2	2862437159.7	3260999733.6
72000000000.0	2934152094.6	2862605878.4	3268334917.8
73000000000.0	2935127133.5	2862767198.5	3275625449.6
74000000000.0	2936083160.8	2862921538.9	3282871346.6
75000000000.0	2937020785.5	2863069289.7	3290072644.9
76000000000.0	2937940586.9	2863210814.6	3297649232.3
77000000000.0	2938843117.4	2863346452.9	3305294676.5
78000000000.0	2939728904.0	2863476521.6	3312904136.0
79000000000.0	2940598449.6	2863601316.8	3320477393.7
80000000000.0	2941452235.0	2863721115.7	3328014255.1
81000000000.0	2942290719.8	2863836177.6	3335514547.4
82000000000.0	2943114344.0	2863946745.5	3342978118.6
83000000000.0	2943923529.0	2864053047.4	3350404836.7
84000000000.0	2944718678.7	2864155297.1	3357794588.6
85000000000.0	2945500180.5	2864253695.4	3365147279.4
86000000000.0	2946268406.4	2864348430.9	3372462831.5
87000000000.0	2946969871.7	2864439681.1	3379741183.9
88000000000.0	2947634796.1	2864527613.0	3386982291.2
89000000000.0	2948287850.8	2864612383.9	3394186123.0
90000000000.0	2948929366.3	2864694141.7	3401352663.3
91000000000.0	2949559660.5	2864773026.3	3408481909.3
92000000000.0	2950179038.7	2864849169.5	3415573871.3
93000000000.0	2950787794.8	2864922695.6	3422628571.8
94000000000.0	2951386211.5	2864993722.2	3429646044.8
95000000000.0	2951974561.0	2865062360.4	3436626335.2
96000000000.0	2952553105.5	2865128715.2	3443569498.3
97000000000.0	2953122097.7	2865192886.0	3450475599.4
98000000000.0	2953681781.2	2865254967.1	3457344712.9
99000000000.0	2954232391.0	2865315047.5	3464176922.1
