## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1020.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1020.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1020/P33410_1020.md.cram OUTPUT=picard/P33410_1020.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:06:03 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	133402	2056	21	0.546117	0.012044			
All Reads	ALL	1	96778	285	16	0.10435	0.006181			
All Reads	ALL	2	112145	356	18	0.112485	0.005962			
All Reads	ALL	3	142995	472	19	0.116962	0.005384			
All Reads	ALL	4	154320	670	18	0.153843	0.005943			
All Reads	ALL	5	157807	816	17	0.183227	0.006414			
All Reads	ALL	6	178809	1086	18	0.215212	0.006531			
All Reads	ALL	7	192237	1378	19	0.254002	0.006842			
All Reads	ALL	8	219150	1749	19	0.282796	0.006762			
All Reads	ALL	9	247666	2170	19	0.310469	0.006665			
All Reads	ALL	10	291586	3095	19	0.376114	0.006761			
All Reads	ALL	11	356793	4510	19	0.447905	0.00667			
All Reads	ALL	12	465979	6594	20	0.501427	0.006175			
All Reads	ALL	13	615239	9950	20	0.573066	0.005745			
All Reads	ALL	14	873141	16076	21	0.652407	0.005146			
All Reads	ALL	15	1285786	25968	21	0.715641	0.004441			
All Reads	ALL	16	1924728	41200	22	0.758496	0.003737			
All Reads	ALL	17	2891023	65324	22	0.800657	0.003133			
All Reads	ALL	18	4335741	102418	22	0.837025	0.002615			
All Reads	ALL	19	6401990	156640	22	0.866988	0.002191			
All Reads	ALL	20	9247196	230425	23	0.882968	0.001839			
All Reads	ALL	21	13006685	328953	23	0.896174	0.001563			
All Reads	ALL	22	17758784	453692	23	0.90526	0.001344			
All Reads	ALL	23	23572432	608867	24	0.915258	0.001173			
All Reads	ALL	24	30422731	790442	24	0.920655	0.001036			
All Reads	ALL	25	38148940	1000855	24	0.929638	0.000929			
All Reads	ALL	26	46458566	1232841	24	0.9403	0.000847			
All Reads	ALL	27	55140542	1481706	24	0.952174	0.000782			
All Reads	ALL	28	63902550	1742087	24	0.966	0.000732			
All Reads	ALL	29	72441993	1997584	24	0.977102	0.000691			
All Reads	ALL	30	80581156	2257466	24	0.992689	0.000661			
All Reads	ALL	31	88164984	2505809	24	1.007111	0.000636			
All Reads	ALL	32	95038247	2736655	24	1.020345	0.000617			
All Reads	ALL	33	101107447	2941916	24	1.031033	0.000601			
All Reads	ALL	34	106387106	3119034	24	1.038859	0.000588			
All Reads	ALL	35	110786537	3261648	24	1.043219	0.000578			
All Reads	ALL	36	114265477	3367633	24	1.044323	0.000569			
All Reads	ALL	37	116110601	3439937	24	1.049794	0.000566			
All Reads	ALL	38	115907234	3441036	24	1.051972	0.000567			
All Reads	ALL	39	113900160	3385939	24	1.053368	0.000572			
All Reads	ALL	40	110364340	3307516	24	1.061936	0.000584			
All Reads	ALL	41	105407746	3185428	24	1.07083	0.0006			
All Reads	ALL	42	99544188	3042619	24	1.083071	0.000621			
All Reads	ALL	43	93500811	2894988	24	1.097127	0.000645			
All Reads	ALL	44	88088657	2748492	24	1.105605	0.000667			
All Reads	ALL	45	83720724	2618731	24	1.108366	0.000685			
All Reads	ALL	46	80351717	2492978	24	1.099382	0.000696			
All Reads	ALL	47	77655538	2374721	24	1.083591	0.000703			
All Reads	ALL	48	74952441	2248317	24	1.062911	0.000709			
All Reads	ALL	49	71661283	2106455	24	1.041581	0.000718			
All Reads	ALL	50	67505559	1945820	24	1.021383	0.000732			
All Reads	ALL	51	62660114	1768149	24	0.999892	0.000752			
All Reads	ALL	52	57645953	1593645	24	0.979598	0.000776			
All Reads	ALL	53	52963590	1433244	24	0.958888	0.000801			
All Reads	ALL	54	48793587	1288095	24	0.935428	0.000824			
All Reads	ALL	55	45115286	1158529	24	0.909931	0.000845			
All Reads	ALL	56	41569878	1032325	24	0.87996	0.000866			
All Reads	ALL	57	37799155	907432	24	0.850663	0.000893			
All Reads	ALL	58	33644269	778436	24	0.819855	0.000929			
All Reads	ALL	59	29144419	649463	24	0.789631	0.00098			
All Reads	ALL	60	24632876	526780	24	0.757774	0.001044			
All Reads	ALL	61	20468515	417051	24	0.721985	0.001118			
All Reads	ALL	62	16914610	326206	24	0.683369	0.001196			
All Reads	ALL	63	13979884	252488	24	0.639974	0.001274			
All Reads	ALL	64	11560263	194450	24	0.596026	0.001352			
All Reads	ALL	65	9542060	149358	23	0.554641	0.001435			
All Reads	ALL	66	7868349	113721	23	0.512133	0.001519			
All Reads	ALL	67	6396960	85423	23	0.47318	0.001619			
All Reads	ALL	68	5119562	63105	23	0.436774	0.001739			
All Reads	ALL	69	4099097	46969	23	0.406021	0.001873			
All Reads	ALL	70	3289710	35691	22	0.384438	0.002035			
All Reads	ALL	71	2634439	26871	22	0.361427	0.002205			
All Reads	ALL	72	2131665	20509	22	0.340919	0.002381			
All Reads	ALL	73	1739975	16401	22	0.334005	0.002608			
All Reads	ALL	74	1435643	13086	21	0.322988	0.002823			
All Reads	ALL	75	1208249	10445	21	0.306321	0.002997			
All Reads	ALL	76	1041500	8420	21	0.286469	0.003122			
All Reads	ALL	77	916351	7006	22	0.270915	0.003237			
All Reads	ALL	78	815285	5792	21	0.251735	0.003308			
All Reads	ALL	79	711558	4987	20	0.248344	0.003517			
All Reads	ALL	80	606682	3738	20	0.218325	0.003571			
All Reads	ALL	81	510586	2976	20	0.206533	0.003786			
All Reads	ALL	82	428988	2414	20	0.199396	0.004058			
All Reads	ALL	83	353096	1763	20	0.176923	0.004214			
All Reads	ALL	84	276529	1400	20	0.179396	0.004795			
All Reads	ALL	85	200966	950	19	0.167504	0.005435			
All Reads	ALL	86	134371	631	19	0.166398	0.006624			
All Reads	ALL	87	88139	387	18	0.155585	0.007909			
All Reads	ALL	88	60841	253	18	0.14735	0.009264			
All Reads	ALL	89	39439	148	18	0.132972	0.01093			
All Reads	ALL	90	25739	87	19	0.119771	0.012841			
All Reads	ALL	91	16593	88	20	0.187924	0.020033			
All Reads	ALL	92	9922	25	18	0.089282	0.017856			
All Reads	ALL	93	6255	24	17	0.135959	0.027753			
All Reads	ALL	94	3553	566	18	5.644774	0.237268			
All Reads	ALL	95	1701	7136	18	148.653744	1.75974			
All Reads	ALL	96	986	2738	17	98.396999	1.880464			
All Reads	ALL	97	658	49851	16	2684.56117	12.023651			
All Reads	ALL	98	328	32085	21	3466.199243	19.350959			
All Reads	ALL	99	133	48356	27	12883.208965	58.586677			
All Reads	ALL	100	339	0	0	0	0			


