## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1013.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1013.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1013/P33410_1013.md.cram OUTPUT=picard/P33410_1013.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:09:52 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	133402	1521	21	0.406224	0.010416			
All Reads	ALL	1	96778	236	16	0.086883	0.005656			
All Reads	ALL	2	112145	308	17	0.097852	0.005576			
All Reads	ALL	3	142995	398	18	0.099166	0.004971			
All Reads	ALL	4	154320	557	18	0.128597	0.005449			
All Reads	ALL	5	157807	669	18	0.151042	0.00584			
All Reads	ALL	6	178809	950	18	0.189292	0.006141			
All Reads	ALL	7	192237	1303	18	0.241494	0.00669			
All Reads	ALL	8	219150	1518	19	0.246791	0.006334			
All Reads	ALL	9	247666	1921	19	0.27635	0.006305			
All Reads	ALL	10	291586	2758	19	0.336997	0.006417			
All Reads	ALL	11	356793	3896	19	0.389047	0.006233			
All Reads	ALL	12	465979	5818	20	0.444843	0.005832			
All Reads	ALL	13	615239	8859	20	0.513026	0.005451			
All Reads	ALL	14	873141	14633	21	0.597101	0.004936			
All Reads	ALL	15	1285786	22798	21	0.631723	0.004184			
All Reads	ALL	16	1924728	36943	22	0.683851	0.003558			
All Reads	ALL	17	2891023	59006	22	0.727183	0.002994			
All Reads	ALL	18	4335741	92485	22	0.759988	0.002499			
All Reads	ALL	19	6401990	141038	22	0.78491	0.00209			
All Reads	ALL	20	9247196	208090	23	0.801752	0.001758			
All Reads	ALL	21	13006685	300049	23	0.82191	0.0015			
All Reads	ALL	22	17758784	416566	23	0.835737	0.001295			
All Reads	ALL	23	23572432	559623	24	0.845844	0.001131			
