## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1013.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1013.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1013/P33410_1013.md.cram OUTPUT=picard/P33410_1013.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:09:52 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30422731	734617	24	0.860323	0.001004			
All Reads	ALL	25	38148940	934961	24	0.873192	0.000903			
All Reads	ALL	26	46458566	1155478	24	0.886125	0.000824			
All Reads	ALL	27	55140542	1394906	24	0.901307	0.000763			
All Reads	ALL	28	63902550	1641322	24	0.915113	0.000714			
All Reads	ALL	29	72441993	1896863	24	0.93292	0.000677			
All Reads	ALL	30	80581156	2146505	24	0.949068	0.000648			
All Reads	ALL	31	88164984	2392231	24	0.966732	0.000625			
All Reads	ALL	32	95038247	2627998	24	0.985203	0.000608			
All Reads	ALL	33	101107447	2834048	24	0.998672	0.000593			
All Reads	ALL	34	106387106	3015318	24	1.009818	0.000582			
All Reads	ALL	35	110786537	3165225	24	1.017927	0.000572			
All Reads	ALL	36	114265477	3279549	24	1.022582	0.000565			
All Reads	ALL	37	116110601	3354808	24	1.029425	0.000562			
All Reads	ALL	38	115907234	3370595	24	1.036084	0.000564			
All Reads	ALL	39	113900160	3330070	24	1.041665	0.000571			
All Reads	ALL	40	110364340	3253562	24	1.050338	0.000582			
All Reads	ALL	41	105407746	3141298	24	1.061782	0.000599			
All Reads	ALL	42	99544188	3017874	24	1.08015	0.000622			
All Reads	ALL	43	93500811	2883378	24	1.098715	0.000647			
All Reads	ALL	44	88088657	2757145	24	1.115163	0.000672			
All Reads	ALL	45	83720724	2638371	24	1.122798	0.000691			
All Reads	ALL	46	80351717	2525383	24	1.119776	0.000705			
All Reads	ALL	47	77655538	2418877	24	1.109789	0.000714			
All Reads	ALL	48	74952441	2304448	24	1.095418	0.000722			
All Reads	ALL	49	71661283	2175016	24	1.081376	0.000733			
All Reads	ALL	50	67505559	2018077	24	1.065117	0.00075			
All Reads	ALL	51	62660114	1845912	24	1.049588	0.000773			
All Reads	ALL	52	57645953	1676558	24	1.036212	0.0008			
All Reads	ALL	53	52963590	1514236	24	1.018627	0.000828			
All Reads	ALL	54	48793587	1370127	24	1.000454	0.000855			
All Reads	ALL	55	45115286	1238777	24	0.978292	0.000879			
All Reads	ALL	56	41569878	1111568	24	0.9527	0.000904			
All Reads	ALL	57	37799155	983338	24	0.926872	0.000935			
All Reads	ALL	58	33644269	851337	24	0.901549	0.000977			
All Reads	ALL	59	29144419	715592	24	0.8748	0.001034			
All Reads	ALL	60	24632876	585721	24	0.847178	0.001107			
All Reads	ALL	61	20468515	469067	24	0.816484	0.001192			
All Reads	ALL	62	16914610	369286	24	0.777857	0.00128			
All Reads	ALL	63	13979884	288291	24	0.734728	0.001368			
All Reads	ALL	64	11560263	223946	24	0.690199	0.001458			
All Reads	ALL	65	9542060	173020	23	0.646031	0.001553			
All Reads	ALL	66	7868349	131658	23	0.59616	0.001643			
All Reads	ALL	67	6396960	99091	23	0.551899	0.001753			
All Reads	ALL	68	5119562	73668	23	0.512678	0.001889			
All Reads	ALL	69	4099097	55505	23	0.482439	0.002048			
All Reads	ALL	70	3289710	41562	23	0.45013	0.002208			
All Reads	ALL	71	2634439	31280	22	0.423036	0.002392			
All Reads	ALL	72	2131665	24216	22	0.404746	0.002601			
All Reads	ALL	73	1739975	18541	22	0.379655	0.002788			
All Reads	ALL	74	1435643	14672	22	0.364118	0.003006			
All Reads	ALL	75	1208249	11860	21	0.349725	0.003211			
All Reads	ALL	76	1041500	9450	21	0.323275	0.003325			
All Reads	ALL	77	916351	7759	21	0.301677	0.003425			
All Reads	ALL	78	815285	6404	21	0.27986	0.003497			
All Reads	ALL	79	711558	5192	21	0.25997	0.003608			
All Reads	ALL	80	606682	4177	21	0.245303	0.003796			
All Reads	ALL	81	510586	3325	20	0.232018	0.004024			
All Reads	ALL	82	428988	2587	20	0.214857	0.004224			
All Reads	ALL	83	353096	1937	20	0.19545	0.004441			
All Reads	ALL	84	276529	1522	20	0.196098	0.005026			
All Reads	ALL	85	200966	1027	19	0.182074	0.005681			
All Reads	ALL	86	134371	653	19	0.173144	0.006776			
All Reads	ALL	87	88139	385	19	0.155629	0.007932			
All Reads	ALL	88	60841	240	18	0.140544	0.009072			
All Reads	ALL	89	39439	153	18	0.138218	0.011174			
All Reads	ALL	90	25739	85	17	0.117659	0.012762			
All Reads	ALL	91	16593	68	18	0.14601	0.017706			
All Reads	ALL	92	9922	25	18	0.089772	0.017954			
All Reads	ALL	93	6255	15	17	0.08544	0.022061			
All Reads	ALL	94	3553	548	18	5.49521	0.234744			
All Reads	ALL	95	1701	6167	18	129.172052	1.64487			
All Reads	ALL	96	986	2342	17	84.626991	1.748701			
All Reads	ALL	97	658	44162	16	2391.232272	11.378824			
All Reads	ALL	98	328	31519	22	3423.714247	19.284629			
All Reads	ALL	99	133	33231	26	8902.063605	48.833628			
All Reads	ALL	100	339	0	0	0	0			


