## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1008.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1008.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1008/P33410_1008.md.cram OUTPUT=picard/P33410_1008.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:28:19 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	49	71661283	2236194	24	1.129705	0.000755			
All Reads	ALL	50	67505559	2109899	24	1.13152	0.000779			
All Reads	ALL	51	62660114	1956184	24	1.130209	0.000808			
All Reads	ALL	52	57645953	1793508	24	1.126353	0.000841			
All Reads	ALL	53	52963590	1637120	24	1.119034	0.000875			
All Reads	ALL	54	48793587	1493201	24	1.107888	0.000907			
All Reads	ALL	55	45115286	1368034	24	1.097775	0.000939			
All Reads	ALL	56	41569878	1240001	24	1.0799	0.00097			
All Reads	ALL	57	37799155	1110259	24	1.063365	0.001009			
All Reads	ALL	58	33644269	967863	24	1.041461	0.001059			
All Reads	ALL	59	29144419	817032	24	1.014901	0.001123			
All Reads	ALL	60	24632876	667992	24	0.98174	0.001201			
All Reads	ALL	61	20468515	533253	23	0.943164	0.001292			
All Reads	ALL	62	16914610	420719	23	0.900472	0.001388			
All Reads	ALL	63	13979884	330098	23	0.85483	0.001488			
All Reads	ALL	64	11560263	257385	23	0.806038	0.001589			
All Reads	ALL	65	9542060	199157	23	0.755603	0.001693			
All Reads	ALL	66	7868349	154692	23	0.711745	0.00181			
All Reads	ALL	67	6396960	118515	23	0.670718	0.001948			
All Reads	ALL	68	5119562	90702	23	0.641393	0.00213			
All Reads	ALL	69	4099097	70027	22	0.618468	0.002337			
All Reads	ALL	70	3289710	53589	22	0.589737	0.002548			
All Reads	ALL	71	2634439	42080	22	0.578266	0.002819			
All Reads	ALL	72	2131665	33995	22	0.577346	0.003131			
All Reads	ALL	73	1739975	27680	21	0.575922	0.003462			
All Reads	ALL	74	1435643	22470	22	0.566626	0.00378			
All Reads	ALL	75	1208249	18729	21	0.561175	0.004101			
All Reads	ALL	76	1041500	15942	21	0.554145	0.004389			
All Reads	ALL	77	916351	13688	21	0.540777	0.004622			
All Reads	ALL	78	815285	12054	21	0.535256	0.004875			
All Reads	ALL	79	711558	10336	20	0.525875	0.005173			
All Reads	ALL	80	606682	8612	20	0.513905	0.005538			
All Reads	ALL	81	510586	7101	20	0.50349	0.005975			
All Reads	ALL	82	428988	5745	20	0.484825	0.006396			
All Reads	ALL	83	353096	4841	19	0.496344	0.007134			
All Reads	ALL	84	276529	3781	19	0.495001	0.00805			
All Reads	ALL	85	200966	2597	19	0.467832	0.00918			
All Reads	ALL	86	134371	1612	18	0.43431	0.010817			
All Reads	ALL	87	88139	978	19	0.401708	0.012845			
All Reads	ALL	88	60841	628	19	0.373683	0.014912			
All Reads	ALL	89	39439	406	18	0.372684	0.018496			
All Reads	ALL	90	25739	213	18	0.299591	0.020528			
All Reads	ALL	91	16593	148	18	0.322907	0.026543			
All Reads	ALL	92	9922	71	18	0.259059	0.030745			
All Reads	ALL	93	6255	47	18	0.272026	0.039679			
All Reads	ALL	94	3553	800	19	8.151452	0.288197			
All Reads	ALL	95	1701	7132	18	151.791424	1.797387			
All Reads	ALL	96	986	2851	17	104.679229	1.960478			
All Reads	ALL	97	658	83508	16	4594.543879	15.899313			
All Reads	ALL	98	328	19369	19	2137.831983	15.361017			
All Reads	ALL	99	133	12950	19	3524.993675	30.975866			
All Reads	ALL	100	339	0	0	0	0			


