## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1008.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1008.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1008/P33410_1008.md.cram OUTPUT=picard/P33410_1008.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:28:19 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	133402	652	18	0.17694	0.006929			
All Reads	ALL	1	96778	180	16	0.067334	0.005019			
All Reads	ALL	2	112145	236	17	0.076185	0.004959			
All Reads	ALL	3	142995	374	18	0.094687	0.004896			
All Reads	ALL	4	154320	559	18	0.131138	0.005547			
All Reads	ALL	5	157807	748	18	0.171599	0.006274			
All Reads	ALL	6	178809	1168	18	0.23648	0.006919			
All Reads	ALL	7	192237	1374	18	0.258756	0.006981			
All Reads	ALL	8	219150	1812	18	0.299335	0.007032			
All Reads	ALL	9	247666	2313	18	0.338103	0.00703			
All Reads	ALL	10	291586	3259	18	0.40463	0.007088			
All Reads	ALL	11	356793	4663	19	0.47314	0.006929			
All Reads	ALL	12	465979	6359	19	0.494041	0.006195			
All Reads	ALL	13	615239	9408	20	0.553597	0.005707			
All Reads	ALL	14	873141	14483	20	0.600502	0.00499			
All Reads	ALL	15	1285786	22798	21	0.641901	0.004251			
All Reads	ALL	16	1924728	35120	22	0.66058	0.003525			
All Reads	ALL	17	2891023	55502	22	0.69502	0.00295			
All Reads	ALL	18	4335741	85710	22	0.715663	0.002445			
All Reads	ALL	19	6401990	129033	23	0.729669	0.002031			
All Reads	ALL	20	9247196	190775	23	0.746881	0.00171			
All Reads	ALL	21	13006685	273732	23	0.761902	0.001456			
All Reads	ALL	22	17758784	380865	24	0.776422	0.001258			
All Reads	ALL	23	23572432	514738	24	0.790537	0.001102			
All Reads	ALL	24	30422731	678407	24	0.807295	0.00098			
All Reads	ALL	25	38148940	864049	24	0.819967	0.000882			
All Reads	ALL	26	46458566	1071021	24	0.834589	0.000806			
All Reads	ALL	27	55140542	1294536	24	0.84993	0.000747			
All Reads	ALL	28	63902550	1531127	24	0.867428	0.000701			
All Reads	ALL	29	72441993	1772654	24	0.885878	0.000665			
All Reads	ALL	30	80581156	2012077	24	0.903964	0.000637			
All Reads	ALL	31	88164984	2252401	24	0.924889	0.000616			
All Reads	ALL	32	95038247	2472932	24	0.942007	0.000599			
All Reads	ALL	33	101107447	2674700	24	0.957706	0.000586			
All Reads	ALL	34	106387106	2851965	24	0.9705	0.000575			
All Reads	ALL	35	110786537	3005849	24	0.982246	0.000567			
All Reads	ALL	36	114265477	3125837	24	0.990356	0.00056			
All Reads	ALL	37	116110601	3199710	24	0.997652	0.000558			
All Reads	ALL	38	115907234	3211852	24	1.003195	0.00056			
All Reads	ALL	39	113900160	3179546	24	1.010604	0.000567			
All Reads	ALL	40	110364340	3111603	24	1.020694	0.000579			
All Reads	ALL	41	105407746	3010943	24	1.034118	0.000596			
All Reads	ALL	42	99544188	2888292	24	1.050426	0.000618			
All Reads	ALL	43	93500811	2751955	24	1.065531	0.000642			
All Reads	ALL	44	88088657	2636929	24	1.083724	0.000667			
All Reads	ALL	45	83720724	2539267	24	1.098034	0.000689			
All Reads	ALL	46	80351717	2467931	24	1.111932	0.000708			
All Reads	ALL	47	77655538	2403939	24	1.120705	0.000723			
All Reads	ALL	48	74952441	2334423	24	1.127545	0.000738			
