## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1001.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1001.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1001/P33410_1001.md.cram OUTPUT=picard/P33410_1001.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:42:32 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30422731	685103	24	0.815376	0.000985			
All Reads	ALL	25	38148940	874052	24	0.829574	0.000887			
All Reads	ALL	26	46458566	1082138	24	0.843368	0.000811			
All Reads	ALL	27	55140542	1308067	24	0.858933	0.000751			
All Reads	ALL	28	63902550	1547404	24	0.87677	0.000705			
All Reads	ALL	29	72441993	1786832	24	0.893087	0.000668			
All Reads	ALL	30	80581156	2031066	24	0.912622	0.00064			
All Reads	ALL	31	88164984	2271729	24	0.932955	0.000619			
All Reads	ALL	32	95038247	2497564	24	0.951521	0.000602			
All Reads	ALL	33	101107447	2705333	24	0.968808	0.000589			
All Reads	ALL	34	106387106	2883091	24	0.981227	0.000578			
All Reads	ALL	35	110786537	3035750	24	0.992154	0.000569			
All Reads	ALL	36	114265477	3157606	24	1.00056	0.000563			
All Reads	ALL	37	116110601	3230948	24	1.007531	0.000561			
All Reads	ALL	38	115907234	3240214	24	1.012193	0.000562			
All Reads	ALL	39	113900160	3197828	24	1.016555	0.000568			
All Reads	ALL	40	110364340	3127541	24	1.026064	0.00058			
All Reads	ALL	41	105407746	3026623	24	1.039647	0.000598			
All Reads	ALL	42	99544188	2897368	24	1.053872	0.000619			
All Reads	ALL	43	93500811	2766365	24	1.071259	0.000644			
All Reads	ALL	44	88088657	2642678	24	1.086237	0.000668			
All Reads	ALL	45	83720724	2540304	24	1.098634	0.000689			
All Reads	ALL	46	80351717	2458035	24	1.107626	0.000706			
All Reads	ALL	47	77655538	2390327	24	1.114513	0.000721			
All Reads	ALL	48	74952441	2317998	24	1.119767	0.000735			
All Reads	ALL	49	71661283	2214704	24	1.119003	0.000752			
All Reads	ALL	50	67505559	2083281	24	1.1174	0.000774			
All Reads	ALL	51	62660114	1926990	24	1.113496	0.000802			
All Reads	ALL	52	57645953	1764036	24	1.107998	0.000834			
All Reads	ALL	53	52963590	1609958	24	1.10062	0.000867			
All Reads	ALL	54	48793587	1467161	24	1.088718	0.000899			
All Reads	ALL	55	45115286	1340653	24	1.075952	0.000929			
All Reads	ALL	56	41569878	1216614	24	1.059679	0.000961			
All Reads	ALL	57	37799155	1085698	24	1.039985	0.000998			
All Reads	ALL	58	33644269	944494	24	1.016456	0.001046			
All Reads	ALL	59	29144419	794521	24	0.987075	0.001107			
All Reads	ALL	60	24632876	650556	24	0.956246	0.001186			
All Reads	ALL	61	20468515	518885	24	0.917878	0.001274			
All Reads	ALL	62	16914610	406116	23	0.869337	0.001364			
All Reads	ALL	63	13979884	318283	23	0.824347	0.001461			
All Reads	ALL	64	11560263	247361	23	0.774754	0.001558			
All Reads	ALL	65	9542060	192838	23	0.73173	0.001666			
All Reads	ALL	66	7868349	148798	23	0.684721	0.001775			
All Reads	ALL	67	6396960	113717	23	0.643653	0.001909			
All Reads	ALL	68	5119562	85630	23	0.605611	0.00207			
All Reads	ALL	69	4099097	66202	23	0.584767	0.002273			
All Reads	ALL	70	3289710	51196	22	0.56348	0.00249			
All Reads	ALL	71	2634439	40463	22	0.556122	0.002765			
All Reads	ALL	72	2131665	32611	22	0.553918	0.003067			
All Reads	ALL	73	1739975	26583	21	0.553173	0.003393			
All Reads	ALL	74	1435643	21786	22	0.549454	0.003723			
All Reads	ALL	75	1208249	18104	21	0.542523	0.004032			
All Reads	ALL	76	1041500	15380	21	0.534684	0.004311			
All Reads	ALL	77	916351	13313	21	0.526035	0.004559			
All Reads	ALL	78	815285	11909	20	0.528891	0.004847			
All Reads	ALL	79	711558	9976	20	0.507629	0.005082			
All Reads	ALL	80	606682	8192	20	0.48891	0.005402			
All Reads	ALL	81	510586	6821	20	0.483704	0.005857			
All Reads	ALL	82	428988	5551	20	0.468518	0.006288			
All Reads	ALL	83	353096	4551	19	0.466675	0.006918			
All Reads	ALL	84	276529	3643	19	0.477	0.007903			
All Reads	ALL	85	200966	2451	18	0.441592	0.00892			
All Reads	ALL	86	134371	1495	19	0.402843	0.010419			
All Reads	ALL	87	88139	965	19	0.396424	0.012761			
All Reads	ALL	88	60841	523	19	0.311247	0.01361			
All Reads	ALL	89	39439	358	19	0.328668	0.017371			
All Reads	ALL	90	25739	214	19	0.301039	0.020579			
All Reads	ALL	91	16593	135	17	0.294584	0.025354			
All Reads	ALL	92	9922	63	17	0.229901	0.028965			
All Reads	ALL	93	6255	53	18	0.306795	0.042142			
All Reads	ALL	94	3553	708	18	7.215033	0.271158			
All Reads	ALL	95	1701	7240	17	154.111319	1.811195			
All Reads	ALL	96	986	3069	17	112.699051	2.034332			
All Reads	ALL	97	658	80453	16	4427.072503	15.607937			
All Reads	ALL	98	328	19885	18	2195.088511	15.566438			
All Reads	ALL	99	133	11874	19	3232.553257	29.665192			
All Reads	ALL	100	339	0	0	0	0			


