## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1009.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1009.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1009/P33410_1009.md.cram OUTPUT=picard/P33410_1009.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:45:11 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30422731	705734	24	0.840804	0.001001			
All Reads	ALL	25	38148940	901202	24	0.856233	0.000902			
All Reads	ALL	26	46458566	1117426	24	0.871776	0.000825			
All Reads	ALL	27	55140542	1348087	24	0.886133	0.000763			
All Reads	ALL	28	63902550	1590641	24	0.902207	0.000715			
All Reads	ALL	29	72441993	1839923	24	0.92058	0.000679			
All Reads	ALL	30	80581156	2086286	24	0.93841	0.00065			
All Reads	ALL	31	88164984	2328555	24	0.957288	0.000627			
All Reads	ALL	32	95038247	2553945	24	0.974014	0.000609			
All Reads	ALL	33	101107447	2755565	24	0.987824	0.000595			
All Reads	ALL	34	106387106	2928150	24	0.9976	0.000583			
All Reads	ALL	35	110786537	3074415	24	1.005837	0.000574			
All Reads	ALL	36	114265477	3192969	24	1.012819	0.000567			
All Reads	ALL	37	116110601	3258457	24	1.017167	0.000563			
All Reads	ALL	38	115907234	3260924	24	1.019723	0.000565			
All Reads	ALL	39	113900160	3212076	24	1.022148	0.00057			
All Reads	ALL	40	110364340	3127397	24	1.027085	0.000581			
All Reads	ALL	41	105407746	3012532	24	1.035884	0.000597			
All Reads	ALL	42	99544188	2875421	24	1.046978	0.000617			
All Reads	ALL	43	93500811	2732274	24	1.059159	0.000641			
All Reads	ALL	44	88088657	2603899	24	1.071411	0.000664			
All Reads	ALL	45	83720724	2501701	24	1.083065	0.000685			
All Reads	ALL	46	80351717	2414033	24	1.088931	0.000701			
All Reads	ALL	47	77655538	2340997	24	1.092649	0.000714			
All Reads	ALL	48	74952441	2265605	24	1.095596	0.000728			
All Reads	ALL	49	71661283	2166462	24	1.095768	0.000744			
All Reads	ALL	50	67505559	2038369	24	1.094449	0.000767			
All Reads	ALL	51	62660114	1885839	24	1.090851	0.000794			
All Reads	ALL	52	57645953	1727266	24	1.086032	0.000826			
All Reads	ALL	53	52963590	1572139	24	1.075885	0.000858			
All Reads	ALL	54	48793587	1435420	24	1.066273	0.00089			
All Reads	ALL	55	45115286	1310070	24	1.052502	0.00092			
All Reads	ALL	56	41569878	1188076	24	1.035899	0.00095			
All Reads	ALL	57	37799155	1058193	24	1.014694	0.000986			
All Reads	ALL	58	33644269	921199	24	0.992418	0.001034			
All Reads	ALL	59	29144419	772321	24	0.960494	0.001093			
All Reads	ALL	60	24632876	629558	24	0.926345	0.001167			
All Reads	ALL	61	20468515	499747	24	0.884944	0.001252			
All Reads	ALL	62	16914610	391891	23	0.839761	0.001341			
All Reads	ALL	63	13979884	306405	23	0.794409	0.001435			
All Reads	ALL	64	11560263	238462	23	0.747659	0.001531			
All Reads	ALL	65	9542060	185919	23	0.70621	0.001638			
All Reads	ALL	66	7868349	143381	23	0.660481	0.001744			
All Reads	ALL	67	6396960	110083	23	0.623733	0.00188			
All Reads	ALL	68	5119562	83640	23	0.592152	0.002048			
All Reads	ALL	69	4099097	64551	22	0.570778	0.002247			
All Reads	ALL	70	3289710	51129	22	0.563329	0.002491			
All Reads	ALL	71	2634439	40452	22	0.55655	0.002767			
All Reads	ALL	72	2131665	32245	22	0.548271	0.003053			
All Reads	ALL	73	1739975	27078	22	0.564061	0.003428			
All Reads	ALL	74	1435643	22175	22	0.559847	0.00376			
All Reads	ALL	75	1208249	18719	21	0.561537	0.004104			
All Reads	ALL	76	1041500	15711	21	0.54676	0.004362			
All Reads	ALL	77	916351	13609	21	0.53829	0.004614			
All Reads	ALL	78	815285	12018	20	0.534287	0.004874			
All Reads	ALL	79	711558	10440	20	0.531793	0.005205			
All Reads	ALL	80	606682	8640	20	0.516184	0.005553			
All Reads	ALL	81	510586	6881	20	0.488467	0.005889			
All Reads	ALL	82	428988	5708	20	0.482271	0.006383			
All Reads	ALL	83	353096	4674	19	0.479787	0.007018			
All Reads	ALL	84	276529	3843	19	0.503711	0.008125			
All Reads	ALL	85	200966	2472	18	0.445839	0.008967			
All Reads	ALL	86	134371	1576	19	0.425111	0.010708			
All Reads	ALL	87	88139	968	19	0.39807	0.012794			
All Reads	ALL	88	60841	632	19	0.376507	0.014977			
All Reads	ALL	89	39439	361	18	0.331767	0.017461			
All Reads	ALL	90	25739	221	18	0.311209	0.020934			
All Reads	ALL	91	16593	147	18	0.321103	0.026484			
All Reads	ALL	92	9922	67	18	0.244753	0.029901			
All Reads	ALL	93	6255	40	18	0.231785	0.036648			
All Reads	ALL	94	3553	688	19	7.018517	0.267578			
All Reads	ALL	95	1701	7027	18	149.73309	1.786211			
All Reads	ALL	96	986	2726	17	100.207697	1.919279			
All Reads	ALL	97	658	75505	16	4159.124915	15.136104			
All Reads	ALL	98	328	17656	19	1951.059987	14.683327			
All Reads	ALL	99	133	11118	19	3029.892182	28.735175			
All Reads	ALL	100	339	0	0	0	0			


