## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1003.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1003.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1003/P33410_1003.md.cram OUTPUT=picard/P33410_1003.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:39:26 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	133402	520	17	0.140437	0.006159			
All Reads	ALL	1	96778	179	16	0.066637	0.004981			
All Reads	ALL	2	112145	270	17	0.086741	0.005279			
All Reads	ALL	3	142995	459	18	0.115646	0.005398			
All Reads	ALL	4	154320	581	18	0.135642	0.005627			
All Reads	ALL	5	157807	781	19	0.178306	0.00638			
All Reads	ALL	6	178809	1205	18	0.242794	0.006994			
All Reads	ALL	7	192237	1458	18	0.273251	0.007156			
All Reads	ALL	8	219150	1863	19	0.306275	0.007096			
All Reads	ALL	9	247666	2388	19	0.347383	0.007109			
All Reads	ALL	10	291586	3274	19	0.404532	0.00707			
All Reads	ALL	11	356793	4623	19	0.466819	0.006866			
All Reads	ALL	12	465979	6817	19	0.527069	0.006384			
All Reads	ALL	13	615239	10054	20	0.588756	0.005872			
All Reads	ALL	14	873141	15392	21	0.635113	0.005119			
All Reads	ALL	15	1285786	24358	21	0.682517	0.004373			
All Reads	ALL	16	1924728	37734	22	0.706324	0.003636			
All Reads	ALL	17	2891023	59176	22	0.737454	0.003032			
All Reads	ALL	18	4335741	91238	23	0.758146	0.00251			
All Reads	ALL	19	6401990	137544	23	0.774047	0.002087			
All Reads	ALL	20	9247196	204293	23	0.795947	0.001761			
All Reads	ALL	21	13006685	291950	24	0.808691	0.001497			
All Reads	ALL	22	17758784	405773	24	0.82321	0.001292			
All Reads	ALL	23	23572432	549008	24	0.839102	0.001132			
All Reads	ALL	24	30422731	720184	24	0.852876	0.001005			
All Reads	ALL	25	38148940	916646	24	0.865685	0.000904			
All Reads	ALL	26	46458566	1137552	24	0.882157	0.000827			
All Reads	ALL	27	55140542	1374576	24	0.898128	0.000766			
All Reads	ALL	28	63902550	1620426	24	0.913591	0.000718			
All Reads	ALL	29	72441993	1875150	24	0.93258	0.000681			
All Reads	ALL	30	80581156	2134421	24	0.954305	0.000653			
All Reads	ALL	31	88164984	2383645	24	0.974061	0.000631			
All Reads	ALL	32	95038247	2614613	24	0.991173	0.000613			
All Reads	ALL	33	101107447	2826202	24	1.007072	0.000599			
All Reads	ALL	34	106387106	3006658	24	1.018206	0.000587			
All Reads	ALL	35	110786537	3160597	24	1.027833	0.000578			
All Reads	ALL	36	114265477	3279214	24	1.03394	0.000571			
All Reads	ALL	37	116110601	3337050	24	1.035455	0.000567			
All Reads	ALL	38	115907234	3335575	24	1.036814	0.000568			
All Reads	ALL	39	113900160	3274957	24	1.03591	0.000572			
All Reads	ALL	40	110364340	3190580	24	1.041553	0.000583			
All Reads	ALL	41	105407746	3074411	24	1.050824	0.000599			
All Reads	ALL	42	99544188	2923887	24	1.058243	0.000619			
All Reads	ALL	43	93500811	2765655	24	1.065671	0.000641			
All Reads	ALL	44	88088657	2628791	24	1.075169	0.000663			
All Reads	ALL	45	83720724	2511216	24	1.080666	0.000682			
All Reads	ALL	46	80351717	2413965	24	1.082372	0.000697			
All Reads	ALL	47	77655538	2333372	24	1.08256	0.000709			
All Reads	ALL	48	74952441	2244923	24	1.079087	0.00072			
All Reads	ALL	49	71661283	2139642	24	1.075715	0.000735			
All Reads	ALL	50	67505559	2003782	24	1.069428	0.000755			
All Reads	ALL	51	62660114	1851838	24	1.064762	0.000782			
All Reads	ALL	52	57645953	1685693	24	1.053538	0.000811			
All Reads	ALL	53	52963590	1531070	24	1.041497	0.000842			
All Reads	ALL	54	48793587	1394294	24	1.029514	0.000872			
All Reads	ALL	55	45115286	1270570	24	1.014648	0.0009			
All Reads	ALL	56	41569878	1148139	24	0.995076	0.000929			
All Reads	ALL	57	37799155	1020043	24	0.972248	0.000963			
All Reads	ALL	58	33644269	883969	24	0.9466	0.001007			
All Reads	ALL	59	29144419	740624	24	0.915552	0.001064			
All Reads	ALL	60	24632876	599795	24	0.87726	0.001133			
All Reads	ALL	61	20468515	474365	24	0.834962	0.001212			
All Reads	ALL	62	16914610	370924	23	0.790066	0.001297			
All Reads	ALL	63	13979884	287387	23	0.740635	0.001382			
All Reads	ALL	64	11560263	222628	23	0.693829	0.00147			
All Reads	ALL	65	9542060	173098	23	0.653568	0.001571			
All Reads	ALL	66	7868349	134899	23	0.617683	0.001682			
All Reads	ALL	67	6396960	102229	23	0.575759	0.001801			
All Reads	ALL	68	5119562	78175	23	0.550143	0.001968			
All Reads	ALL	69	4099097	59633	22	0.52413	0.002146			
All Reads	ALL	70	3289710	46331	22	0.507405	0.002357			
All Reads	ALL	71	2634439	36729	22	0.502298	0.002621			
All Reads	ALL	72	2131665	29984	22	0.50677	0.002927			
All Reads	ALL	73	1739975	24259	22	0.502308	0.003225			
All Reads	ALL	74	1435643	19835	22	0.497767	0.003534			
All Reads	ALL	75	1208249	16097	21	0.479987	0.003783			
All Reads	ALL	76	1041500	13539	21	0.468347	0.004025			
All Reads	ALL	77	916351	11504	21	0.452301	0.004217			
