## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1019.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1019.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1019/P33410_1019.md.cram OUTPUT=picard/P33410_1019.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 16:52:53 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	70	3289710	42699	22	0.459766	0.002225			
All Reads	ALL	71	2634439	32445	22	0.436251	0.002422			
All Reads	ALL	72	2131665	24864	22	0.41317	0.00262			
All Reads	ALL	73	1739975	19504	22	0.397062	0.002843			
All Reads	ALL	74	1435643	15238	22	0.375975	0.003046			
All Reads	ALL	75	1208249	12249	21	0.359105	0.003245			
All Reads	ALL	76	1041500	9799	21	0.333273	0.003367			
All Reads	ALL	77	916351	7883	21	0.304724	0.003432			
All Reads	ALL	78	815285	6625	21	0.287842	0.003536			
All Reads	ALL	79	711558	5523	21	0.274943	0.0037			
All Reads	ALL	80	606682	4197	20	0.24505	0.003783			
All Reads	ALL	81	510586	3375	21	0.234143	0.00403			
All Reads	ALL	82	428988	2721	20	0.224678	0.004307			
All Reads	ALL	83	353096	2023	20	0.202946	0.004512			
All Reads	ALL	84	276529	1539	19	0.19714	0.005025			
All Reads	ALL	85	200966	1105	19	0.194768	0.005859			
All Reads	ALL	86	134371	698	19	0.184004	0.006965			
All Reads	ALL	87	88139	420	19	0.168795	0.008236			
All Reads	ALL	88	60841	252	19	0.146717	0.009242			
All Reads	ALL	89	39439	174	18	0.156279	0.011847			
All Reads	ALL	90	25739	103	19	0.14175	0.013967			
All Reads	ALL	91	16593	82	19	0.175052	0.019331			
All Reads	ALL	92	9922	25	20	0.089252	0.01785			
All Reads	ALL	93	6255	16	22	0.090609	0.022652			
All Reads	ALL	94	3553	499	17	4.974879	0.222706			
All Reads	ALL	95	1701	6131	17	127.674497	1.630566			
All Reads	ALL	96	986	2455	17	88.196578	1.780025			
All Reads	ALL	97	658	41961	16	2258.900433	11.027427			
All Reads	ALL	98	328	29237	21	3157.447344	18.465867			
All Reads	ALL	99	133	28586	26	7613.40444	45.030027			
All Reads	ALL	100	339	0	0	0	0			


