## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1004.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1004.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1004/P33410_1004.md.cram OUTPUT=picard/P33410_1004.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:22:27 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	133402	580	17	0.15655	0.0065			
All Reads	ALL	1	96778	151	16	0.056181	0.004572			
All Reads	ALL	2	112145	271	16	0.087012	0.005286			
All Reads	ALL	3	142995	377	18	0.094931	0.004889			
All Reads	ALL	4	154320	609	18	0.142096	0.005758			
All Reads	ALL	5	157807	761	18	0.173639	0.006294			
All Reads	ALL	6	178809	1124	18	0.226342	0.006751			
All Reads	ALL	7	192237	1447	18	0.271031	0.007125			
All Reads	ALL	8	219150	1892	19	0.310862	0.007147			
All Reads	ALL	9	247666	2491	19	0.362156	0.007256			
All Reads	ALL	10	291586	3440	19	0.424795	0.007243			
All Reads	ALL	11	356793	4688	19	0.473107	0.00691			
All Reads	ALL	12	465979	6798	19	0.525294	0.006371			
All Reads	ALL	13	615239	10004	20	0.585488	0.005854			
All Reads	ALL	14	873141	15173	20	0.625713	0.00508			
All Reads	ALL	15	1285786	23672	21	0.662909	0.004309			
All Reads	ALL	16	1924728	36664	22	0.685896	0.003582			
All Reads	ALL	17	2891023	57343	22	0.714195	0.002982			
All Reads	ALL	18	4335741	89166	22	0.740498	0.00248			
All Reads	ALL	19	6401990	134660	23	0.757376	0.002064			
All Reads	ALL	20	9247196	199209	23	0.775688	0.001738			
All Reads	ALL	21	13006685	283568	23	0.785016	0.001474			
All Reads	ALL	22	17758784	395604	24	0.802113	0.001275			
All Reads	ALL	23	23572432	532731	24	0.813751	0.001115			
All Reads	ALL	24	30422731	701167	24	0.829872	0.000991			
All Reads	ALL	25	38148940	896239	24	0.84592	0.000894			
All Reads	ALL	26	46458566	1110028	24	0.860312	0.000817			
All Reads	ALL	27	55140542	1340318	24	0.875235	0.000756			
All Reads	ALL	28	63902550	1579004	24	0.889719	0.000708			
All Reads	ALL	29	72441993	1829862	24	0.909528	0.000672			
All Reads	ALL	30	80581156	2074835	24	0.927124	0.000644			
All Reads	ALL	31	88164984	2323272	24	0.948838	0.000623			
All Reads	ALL	32	95038247	2554515	24	0.967828	0.000606			
All Reads	ALL	33	101107447	2763517	24	0.984163	0.000592			
All Reads	ALL	34	106387106	2947392	24	0.997555	0.000581			
All Reads	ALL	35	110786537	3103749	24	1.008759	0.000573			
All Reads	ALL	36	114265477	3224141	24	1.015984	0.000566			
All Reads	ALL	37	116110601	3293621	24	1.021386	0.000563			
All Reads	ALL	38	115907234	3290151	24	1.0221	0.000563			
All Reads	ALL	39	113900160	3245273	24	1.025923	0.000569			
All Reads	ALL	40	110364340	3177419	24	1.036654	0.000582			
All Reads	ALL	41	105407746	3074357	24	1.050194	0.000599			
All Reads	ALL	42	99544188	2931549	24	1.060399	0.000619			
All Reads	ALL	43	93500811	2791654	24	1.075064	0.000643			
All Reads	ALL	44	88088657	2660283	24	1.087416	0.000667			
All Reads	ALL	45	83720724	2552621	24	1.097846	0.000687			
All Reads	ALL	46	80351717	2470569	24	1.107107	0.000704			
All Reads	ALL	47	77655538	2395611	24	1.11079	0.000718			
All Reads	ALL	48	74952441	2309108	24	1.109293	0.00073			
All Reads	ALL	49	71661283	2197687	24	1.104255	0.000745			
All Reads	ALL	50	67505559	2058912	24	1.098212	0.000765			
All Reads	ALL	51	62660114	1905401	24	1.094922	0.000793			
All Reads	ALL	52	57645953	1735084	24	1.083776	0.000823			
All Reads	ALL	53	52963590	1578770	24	1.07332	0.000854			
All Reads	ALL	54	48793587	1437751	24	1.060984	0.000885			
All Reads	ALL	55	45115286	1307693	24	1.043686	0.000913			
All Reads	ALL	56	41569878	1183570	24	1.025187	0.000942			
All Reads	ALL	57	37799155	1052219	24	1.002333	0.000977			
All Reads	ALL	58	33644269	913377	24	0.977523	0.001023			
All Reads	ALL	59	29144419	763589	24	0.943392	0.00108			
All Reads	ALL	60	24632876	621627	24	0.908663	0.001152			
All Reads	ALL	61	20468515	493215	24	0.867637	0.001235			
All Reads	ALL	62	16914610	385332	23	0.820278	0.001321			
All Reads	ALL	63	13979884	299841	23	0.772281	0.00141			
All Reads	ALL	64	11560263	232147	23	0.723075	0.001501			
All Reads	ALL	65	9542060	179147	23	0.676013	0.001597			
All Reads	ALL	66	7868349	137440	23	0.628952	0.001697			
All Reads	ALL	67	6396960	103797	23	0.584251	0.001813			
All Reads	ALL	68	5119562	77104	23	0.542291	0.001953			
All Reads	ALL	69	4099097	59385	22	0.521647	0.002141			
All Reads	ALL	70	3289710	45167	22	0.494369	0.002326			
All Reads	ALL	71	2634439	35241	22	0.481668	0.002566			
All Reads	ALL	72	2131665	28227	21	0.476797	0.002838			
All Reads	ALL	73	1739975	22984	21	0.475631	0.003137			
All Reads	ALL	74	1435643	18695	21	0.468886	0.003429			
All Reads	ALL	75	1208249	15619	21	0.465463	0.003724			
All Reads	ALL	76	1041500	13202	21	0.456424	0.003972			
All Reads	ALL	77	916351	11427	21	0.449012	0.0042			
All Reads	ALL	78	815285	10103	20	0.446199	0.004439			
All Reads	ALL	79	711558	8666	20	0.438527	0.004711			
All Reads	ALL	80	606682	7264	19	0.431124	0.005058			
All Reads	ALL	81	510586	6071	20	0.428134	0.005495			
All Reads	ALL	82	428988	5054	20	0.424207	0.005967			
All Reads	ALL	83	353096	3957	19	0.403516	0.006415			
All Reads	ALL	84	276529	3237	19	0.421493	0.007408			
All Reads	ALL	85	200966	2057	18	0.368553	0.008126			
All Reads	ALL	86	134371	1348	19	0.36122	0.009838			
