## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1017.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1017.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1017/P33410_1017.md.cram OUTPUT=picard/P33410_1017.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 16:53:13 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30422731	731854	24	0.855203	0.001			
All Reads	ALL	25	38148940	933132	24	0.869568	0.0009			
All Reads	ALL	26	46458566	1153192	24	0.882427	0.000822			
All Reads	ALL	27	55140542	1390373	24	0.896403	0.00076			
All Reads	ALL	28	63902550	1640887	24	0.912859	0.000713			
All Reads	ALL	29	72441993	1894679	24	0.929798	0.000675			
All Reads	ALL	30	80581156	2148274	24	0.947762	0.000647			
All Reads	ALL	31	88164984	2399819	24	0.967666	0.000625			
All Reads	ALL	32	95038247	2635591	24	0.985877	0.000607			
All Reads	ALL	33	101107447	2848354	24	1.001507	0.000593			
All Reads	ALL	34	106387106	3032682	24	1.0134	0.000582			
All Reads	ALL	35	110786537	3188439	24	1.023138	0.000573			
All Reads	ALL	36	114265477	3308745	24	1.029417	0.000566			
All Reads	ALL	37	116110601	3385673	24	1.036612	0.000563			
All Reads	ALL	38	115907234	3399741	24	1.042746	0.000566			
All Reads	ALL	39	113900160	3357631	24	1.047977	0.000572			
All Reads	ALL	40	110364340	3277387	24	1.055704	0.000583			
All Reads	ALL	41	105407746	3163887	24	1.067067	0.0006			
All Reads	ALL	42	99544188	3035686	24	1.084137	0.000622			
All Reads	ALL	43	93500811	2898333	24	1.101986	0.000647			
All Reads	ALL	44	88088657	2759741	24	1.11376	0.00067			
All Reads	ALL	45	83720724	2641941	24	1.121846	0.00069			
All Reads	ALL	46	80351717	2525642	24	1.117429	0.000703			
All Reads	ALL	47	77655538	2420729	24	1.108197	0.000712			
All Reads	ALL	48	74952441	2300353	24	1.091068	0.000719			
All Reads	ALL	49	71661283	2165246	24	1.074152	0.00073			
All Reads	ALL	50	67505559	2009879	24	1.058458	0.000747			
All Reads	ALL	51	62660114	1840081	24	1.043972	0.00077			
All Reads	ALL	52	57645953	1668295	24	1.028838	0.000797			
All Reads	ALL	53	52963590	1508586	24	1.012595	0.000824			
All Reads	ALL	54	48793587	1364590	24	0.99422	0.000851			
All Reads	ALL	55	45115286	1233321	24	0.971842	0.000875			
All Reads	ALL	56	41569878	1105430	24	0.945357	0.000899			
All Reads	ALL	57	37799155	979194	24	0.920937	0.000931			
All Reads	ALL	58	33644269	847576	24	0.895593	0.000973			
All Reads	ALL	59	29144419	711730	24	0.868166	0.001029			
All Reads	ALL	60	24632876	580674	24	0.838032	0.0011			
All Reads	ALL	61	20468515	464083	24	0.806032	0.001183			
All Reads	ALL	62	16914610	365994	24	0.769228	0.001272			
All Reads	ALL	63	13979884	286182	24	0.727749	0.00136			
All Reads	ALL	64	11560263	223344	24	0.686831	0.001453			
All Reads	ALL	65	9542060	171185	23	0.637774	0.001541			
All Reads	ALL	66	7868349	131554	23	0.594379	0.001639			
All Reads	ALL	67	6396960	98579	23	0.54784	0.001745			
All Reads	ALL	68	5119562	74063	23	0.514294	0.00189			
All Reads	ALL	69	4099097	55302	23	0.479618	0.00204			
All Reads	ALL	70	3289710	41280	23	0.446093	0.002196			
All Reads	ALL	71	2634439	31094	22	0.419596	0.00238			
All Reads	ALL	72	2131665	23858	22	0.397886	0.002576			
All Reads	ALL	73	1739975	18821	22	0.384541	0.002803			
All Reads	ALL	74	1435643	14611	22	0.361807	0.002993			
All Reads	ALL	75	1208249	11721	21	0.344867	0.003185			
All Reads	ALL	76	1041500	9340	22	0.318809	0.003299			
All Reads	ALL	77	916351	7593	21	0.294574	0.003381			
All Reads	ALL	78	815285	6396	21	0.278896	0.003487			
All Reads	ALL	79	711558	5016	21	0.250605	0.003538			
All Reads	ALL	80	606682	4151	20	0.24324	0.003775			
All Reads	ALL	81	510586	3174	21	0.220994	0.003923			
All Reads	ALL	82	428988	2551	20	0.211402	0.004186			
All Reads	ALL	83	353096	1858	20	0.187067	0.00434			
All Reads	ALL	84	276529	1466	20	0.188467	0.004922			
All Reads	ALL	85	200966	997	20	0.176366	0.005586			
All Reads	ALL	86	134371	646	20	0.170911	0.006724			
All Reads	ALL	87	88139	405	20	0.163354	0.008117			
All Reads	ALL	88	60841	274	19	0.160102	0.009672			
All Reads	ALL	89	39439	166	18	0.149632	0.011614			
All Reads	ALL	90	25739	95	19	0.131212	0.013462			
All Reads	ALL	91	16593	82	19	0.175684	0.019401			
All Reads	ALL	92	9922	17	17	0.060911	0.014773			
All Reads	ALL	93	6255	16	18	0.090936	0.022734			
All Reads	ALL	94	3553	589	19	5.893363	0.242832			
All Reads	ALL	95	1701	6954	18	145.336098	1.742835			
All Reads	ALL	96	986	2609	17	94.067649	1.841634			
All Reads	ALL	97	658	49990	16	2700.849391	12.079774			
All Reads	ALL	98	328	35117	22	3806.156907	20.310845			
All Reads	ALL	99	133	44157	27	11802.962928	56.168298			
All Reads	ALL	100	339	0	0	0	0			


