## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1021.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1021.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1021/P33410_1021.md.cram OUTPUT=picard/P33410_1021.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 16:52:51 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30422731	752150	24	0.878085	0.001012			
All Reads	ALL	25	38148940	956495	24	0.890493	0.000911			
All Reads	ALL	26	46458566	1181770	24	0.903436	0.000831			
All Reads	ALL	27	55140542	1422723	24	0.916389	0.000768			
All Reads	ALL	28	63902550	1672032	24	0.929302	0.000719			
All Reads	ALL	29	72441993	1926949	24	0.944735	0.000681			
All Reads	ALL	30	80581156	2182535	24	0.961962	0.000651			
All Reads	ALL	31	88164984	2426669	24	0.977563	0.000628			
All Reads	ALL	32	95038247	2663233	24	0.99527	0.00061			
All Reads	ALL	33	101107447	2879336	24	1.011439	0.000596			
All Reads	ALL	34	106387106	3065752	24	1.023478	0.000585			
All Reads	ALL	35	110786537	3217799	24	1.031579	0.000575			
All Reads	ALL	36	114265477	3332864	24	1.035936	0.000567			
All Reads	ALL	37	116110601	3406771	24	1.042081	0.000565			
All Reads	ALL	38	115907234	3417711	24	1.047262	0.000566			
All Reads	ALL	39	113900160	3366396	24	1.049715	0.000572			
All Reads	ALL	40	110364340	3284445	24	1.056972	0.000583			
All Reads	ALL	41	105407746	3162304	24	1.06552	0.000599			
All Reads	ALL	42	99544188	3028076	24	1.080392	0.000621			
All Reads	ALL	43	93500811	2880699	24	1.094241	0.000645			
All Reads	ALL	44	88088657	2744623	24	1.106606	0.000668			
All Reads	ALL	45	83720724	2623747	24	1.113062	0.000687			
All Reads	ALL	46	80351717	2510997	24	1.109894	0.0007			
All Reads	ALL	47	77655538	2398861	24	1.097142	0.000708			
All Reads	ALL	48	74952441	2283618	24	1.082102	0.000716			
All Reads	ALL	49	71661283	2148237	24	1.064702	0.000726			
All Reads	ALL	50	67505559	1991070	24	1.047556	0.000742			
All Reads	ALL	51	62660114	1818721	24	1.030873	0.000764			
All Reads	ALL	52	57645953	1649308	24	1.016163	0.000791			
All Reads	ALL	53	52963590	1490164	24	0.99928	0.000819			
All Reads	ALL	54	48793587	1343739	24	0.978098	0.000844			
All Reads	ALL	55	45115286	1213058	24	0.954967	0.000867			
All Reads	ALL	56	41569878	1085375	24	0.927324	0.00089			
All Reads	ALL	57	37799155	961869	24	0.903783	0.000922			
All Reads	ALL	58	33644269	829405	24	0.87556	0.000961			
All Reads	ALL	59	29144419	694197	24	0.845975	0.001015			
All Reads	ALL	60	24632876	568749	24	0.820042	0.001087			
All Reads	ALL	61	20468515	452248	24	0.784731	0.001167			
All Reads	ALL	62	16914610	356006	24	0.747525	0.001253			
All Reads	ALL	63	13979884	277438	24	0.704844	0.001338			
All Reads	ALL	64	11560263	214882	24	0.660181	0.001424			
All Reads	ALL	65	9542060	166021	24	0.617947	0.001517			
All Reads	ALL	66	7868349	126540	23	0.571182	0.001606			
All Reads	ALL	67	6396960	94975	23	0.52731	0.001711			
All Reads	ALL	68	5119562	70999	23	0.492549	0.001849			
All Reads	ALL	69	4099097	52435	23	0.454322	0.001984			
All Reads	ALL	70	3289710	39077	23	0.421885	0.002134			
All Reads	ALL	71	2634439	29639	22	0.399582	0.002321			
All Reads	ALL	72	2131665	22817	22	0.380163	0.002517			
All Reads	ALL	73	1739975	17355	22	0.354252	0.002689			
All Reads	ALL	74	1435643	13954	22	0.345209	0.002922			
All Reads	ALL	75	1208249	11200	21	0.329224	0.003111			
All Reads	ALL	76	1041500	8803	22	0.300194	0.0032			
All Reads	ALL	77	916351	7273	21	0.281892	0.003305			
All Reads	ALL	78	815285	5897	21	0.256893	0.003345			
All Reads	ALL	79	711558	4915	21	0.245326	0.003499			
All Reads	ALL	80	606682	3896	20	0.228081	0.003654			
All Reads	ALL	81	510586	3029	21	0.210698	0.003828			
All Reads	ALL	82	428988	2422	20	0.200521	0.004074			
All Reads	ALL	83	353096	1795	20	0.180552	0.004262			
All Reads	ALL	84	276529	1400	20	0.179812	0.004806			
All Reads	ALL	85	200966	956	20	0.168953	0.005464			
All Reads	ALL	86	134371	646	20	0.170749	0.006718			
All Reads	ALL	87	88139	360	19	0.145066	0.007646			
All Reads	ALL	88	60841	233	19	0.136016	0.008911			
All Reads	ALL	89	39439	181	19	0.162998	0.012116			
All Reads	ALL	90	25739	100	17	0.137987	0.013799			
All Reads	ALL	91	16593	75	19	0.160534	0.018537			
All Reads	ALL	92	9922	27	18	0.096648	0.0186			
All Reads	ALL	93	6255	12	19	0.068137	0.01967			
All Reads	ALL	94	3553	600	19	5.997723	0.244856			
All Reads	ALL	95	1701	6026	18	125.821596	1.620842			
All Reads	ALL	96	986	2297	18	82.739798	1.72637			
All Reads	ALL	97	658	42291	16	2282.718905	11.10014			
All Reads	ALL	98	328	31137	22	3371.578671	19.107106			
All Reads	ALL	99	133	31587	26	8435.039375	47.460567			
All Reads	ALL	100	339	0	0	0	0			


