## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1024.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1024.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1024/P33410_1024.md.cram OUTPUT=picard/P33410_1024.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:25:14 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	133402	1219	20	0.326486	0.009351			
All Reads	ALL	1	96778	209	16	0.07716	0.005337			
All Reads	ALL	2	112145	284	15	0.090482	0.005369			
All Reads	ALL	3	142995	389	18	0.097197	0.004928			
All Reads	ALL	4	154320	579	18	0.134054	0.005571			
All Reads	ALL	5	157807	653	18	0.147846	0.005786			
All Reads	ALL	6	178809	909	18	0.181634	0.006024			
All Reads	ALL	7	192237	1134	18	0.210766	0.006259			
All Reads	ALL	8	219150	1499	18	0.24439	0.006312			
All Reads	ALL	9	247666	1925	19	0.277708	0.00633			
All Reads	ALL	10	291586	2579	19	0.316016	0.006223			
All Reads	ALL	11	356793	3964	19	0.396955	0.006305			
All Reads	ALL	12	465979	5989	20	0.45921	0.005934			
All Reads	ALL	13	615239	8960	20	0.520341	0.005497			
All Reads	ALL	14	873141	14640	21	0.599074	0.004951			
All Reads	ALL	15	1285786	23161	21	0.643595	0.004229			
All Reads	ALL	16	1924728	37148	22	0.689588	0.003578			
All Reads	ALL	17	2891023	57779	22	0.714072	0.002971			
All Reads	ALL	18	4335741	92227	23	0.760009	0.002503			
All Reads	ALL	19	6401990	141004	23	0.786937	0.002096			
All Reads	ALL	20	9247196	208563	23	0.805844	0.001765			
All Reads	ALL	21	13006685	299586	23	0.82296	0.001504			
All Reads	ALL	22	17758784	416753	24	0.838473	0.001299			
All Reads	ALL	23	23572432	561912	24	0.851702	0.001136			
All Reads	ALL	24	30422731	737094	24	0.865662	0.001008			
All Reads	ALL	25	38148940	939259	24	0.879684	0.000908			
All Reads	ALL	26	46458566	1161996	24	0.89364	0.000829			
All Reads	ALL	27	55140542	1399020	24	0.906518	0.000766			
All Reads	ALL	28	63902550	1651838	24	0.923577	0.000719			
All Reads	ALL	29	72441993	1903207	24	0.938684	0.00068			
All Reads	ALL	30	80581156	2149949	24	0.953275	0.00065			
All Reads	ALL	31	88164984	2389012	24	0.968157	0.000626			
All Reads	ALL	32	95038247	2614888	24	0.983056	0.000608			
All Reads	ALL	33	101107447	2812969	24	0.994044	0.000593			
All Reads	ALL	34	106387106	2977949	24	1.00012	0.00058			
All Reads	ALL	35	110786537	3120085	24	1.006244	0.00057			
All Reads	ALL	36	114265477	3221509	24	1.007321	0.000561			
All Reads	ALL	37	116110601	3289334	24	1.012185	0.000558			
All Reads	ALL	38	115907234	3303814	24	1.018424	0.00056			
All Reads	ALL	39	113900160	3270655	24	1.025969	0.000567			
All Reads	ALL	40	110364340	3203541	24	1.037111	0.000579			
All Reads	ALL	41	105407746	3110664	24	1.054397	0.000598			
All Reads	ALL	42	99544188	2994255	24	1.074723	0.000621			
All Reads	ALL	43	93500811	2872238	24	1.097561	0.000648			
All Reads	ALL	44	88088657	2751396	24	1.115981	0.000673			
All Reads	ALL	45	83720724	2637053	24	1.125407	0.000693			
All Reads	ALL	46	80351717	2529733	24	1.124872	0.000707			
All Reads	ALL	47	77655538	2424258	24	1.115399	0.000716			
All Reads	ALL	48	74952441	2310951	24	1.101612	0.000725			
All Reads	ALL	49	71661283	2178383	24	1.086109	0.000736			
All Reads	ALL	50	67505559	2028588	24	1.073688	0.000754			
All Reads	ALL	51	62660114	1861168	24	1.061251	0.000778			
All Reads	ALL	52	57645953	1691531	24	1.048419	0.000806			
All Reads	ALL	53	52963590	1528638	24	1.031219	0.000834			
All Reads	ALL	54	48793587	1386172	24	1.015028	0.000862			
All Reads	ALL	55	45115286	1257645	24	0.995997	0.000888			
All Reads	ALL	56	41569878	1127364	24	0.968967	0.000913			
All Reads	ALL	57	37799155	998573	24	0.94389	0.000945			
All Reads	ALL	58	33644269	865311	24	0.918935	0.000988			
All Reads	ALL	59	29144419	729939	24	0.89486	0.001047			
All Reads	ALL	60	24632876	596205	24	0.864777	0.00112			
All Reads	ALL	61	20468515	477242	24	0.83306	0.001206			
All Reads	ALL	62	16914610	375264	24	0.792681	0.001294			
All Reads	ALL	63	13979884	293546	24	0.750233	0.001385			
All Reads	ALL	64	11560263	228451	24	0.706072	0.001477			
All Reads	ALL	65	9542060	177118	24	0.6632	0.001576			
All Reads	ALL	66	7868349	135891	23	0.617065	0.001674			
All Reads	ALL	67	6396960	102482	23	0.572397	0.001788			
All Reads	ALL	68	5119562	76709	23	0.535349	0.001933			
All Reads	ALL	69	4099097	58049	23	0.505976	0.0021			
All Reads	ALL	70	3289710	43647	23	0.474046	0.002269			
