## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1012.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1012.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1012/P33410_1012.md.cram OUTPUT=picard/P33410_1012.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:43:35 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30422731	668587	24	0.795698	0.000973			
All Reads	ALL	25	38148940	853594	24	0.810135	0.000877			
All Reads	ALL	26	46458566	1058603	24	0.825004	0.000802			
All Reads	ALL	27	55140542	1278250	24	0.839331	0.000742			
All Reads	ALL	28	63902550	1510513	24	0.855845	0.000696			
All Reads	ALL	29	72441993	1747875	24	0.873592	0.000661			
All Reads	ALL	30	80581156	1984294	24	0.891582	0.000633			
All Reads	ALL	31	88164984	2220946	24	0.912075	0.000612			
All Reads	ALL	32	95038247	2436060	24	0.928065	0.000595			
All Reads	ALL	33	101107447	2638507	24	0.944852	0.000582			
All Reads	ALL	34	106387106	2814619	24	0.957898	0.000571			
All Reads	ALL	35	110786537	2967979	24	0.969979	0.000563			
All Reads	ALL	36	114265477	3093627	24	0.980261	0.000557			
All Reads	ALL	37	116110601	3172957	24	0.989421	0.000555			
All Reads	ALL	38	115907234	3194265	24	0.997813	0.000558			
All Reads	ALL	39	113900160	3163393	24	1.005582	0.000565			
All Reads	ALL	40	110364340	3100239	24	1.01708	0.000578			
All Reads	ALL	41	105407746	3003963	24	1.031836	0.000595			
All Reads	ALL	42	99544188	2878433	24	1.046957	0.000617			
All Reads	ALL	43	93500811	2751102	24	1.06532	0.000642			
All Reads	ALL	44	88088657	2637262	24	1.083982	0.000667			
All Reads	ALL	45	83720724	2545235	24	1.100737	0.00069			
All Reads	ALL	46	80351717	2473283	24	1.114467	0.000709			
All Reads	ALL	47	77655538	2414244	24	1.125634	0.000724			
All Reads	ALL	48	74952441	2344731	24	1.13265	0.00074			
All Reads	ALL	49	71661283	2256578	24	1.14013	0.000759			
All Reads	ALL	50	67505559	2126558	24	1.140581	0.000782			
All Reads	ALL	51	62660114	1974942	24	1.141174	0.000812			
All Reads	ALL	52	57645953	1815521	24	1.140305	0.000846			
All Reads	ALL	53	52963590	1657584	24	1.133148	0.00088			
All Reads	ALL	54	48793587	1518313	24	1.126645	0.000914			
All Reads	ALL	55	45115286	1393580	24	1.118399	0.000947			
All Reads	ALL	56	41569878	1265841	24	1.102526	0.00098			
All Reads	ALL	57	37799155	1137438	24	1.089518	0.001022			
All Reads	ALL	58	33644269	993292	24	1.068943	0.001073			
All Reads	ALL	59	29144419	844345	24	1.048946	0.001142			
All Reads	ALL	60	24632876	691363	23	1.016201	0.001222			
All Reads	ALL	61	20468515	555272	23	0.982218	0.001318			
All Reads	ALL	62	16914610	439109	23	0.939937	0.001418			
All Reads	ALL	63	13979884	346222	23	0.896685	0.001524			
All Reads	ALL	64	11560263	271899	23	0.851586	0.001633			
All Reads	ALL	65	9542060	213357	23	0.809568	0.001753			
All Reads	ALL	66	7868349	165989	23	0.763808	0.001875			
All Reads	ALL	67	6396960	128218	23	0.725711	0.002027			
All Reads	ALL	68	5119562	98282	23	0.695072	0.002217			
All Reads	ALL	69	4099097	75169	22	0.663956	0.002422			
All Reads	ALL	70	3289710	58480	22	0.643633	0.002662			
All Reads	ALL	71	2634439	46239	22	0.63549	0.002955			
All Reads	ALL	72	2131665	36871	21	0.62626	0.003261			
All Reads	ALL	73	1739975	30278	21	0.630047	0.003621			
All Reads	ALL	74	1435643	24591	21	0.620181	0.003955			
All Reads	ALL	75	1208249	20402	21	0.611371	0.00428			
All Reads	ALL	76	1041500	17226	21	0.598844	0.004563			
All Reads	ALL	77	916351	15050	21	0.594652	0.004847			
All Reads	ALL	78	815285	13405	20	0.595314	0.005142			
All Reads	ALL	79	711558	11581	20	0.589284	0.005476			
All Reads	ALL	80	606682	9683	20	0.57788	0.005873			
All Reads	ALL	81	510586	7805	20	0.553468	0.006265			
All Reads	ALL	82	428988	6330	20	0.534253	0.006715			
All Reads	ALL	83	353096	5125	19	0.525521	0.007341			
All Reads	ALL	84	276529	4110	19	0.538133	0.008394			
All Reads	ALL	85	200966	2811	19	0.506439	0.009552			
All Reads	ALL	86	134371	1889	19	0.508997	0.011711			
All Reads	ALL	87	88139	1062	19	0.43626	0.013387			
All Reads	ALL	88	60841	712	19	0.423713	0.015879			
All Reads	ALL	89	39439	470	18	0.43148	0.019903			
All Reads	ALL	90	25739	271	19	0.381212	0.023157			
All Reads	ALL	91	16593	193	18	0.421135	0.030314			
All Reads	ALL	92	9922	103	17	0.37586	0.037035			
All Reads	ALL	93	6255	48	17	0.277845	0.040103			
All Reads	ALL	94	3553	666	19	6.78684	0.262985			
All Reads	ALL	95	1701	6040	17	128.564547	1.654256			
All Reads	ALL	96	986	2628	17	96.502162	1.882454			
All Reads	ALL	97	658	66388	16	3653.022027	14.177756			
All Reads	ALL	98	328	16532	19	1824.904542	14.193106			
All Reads	ALL	99	133	9759	19	2656.698535	26.893023			
All Reads	ALL	100	339	0	0	0	0			


