## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1022.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1022.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1022/P33410_1022.md.cram OUTPUT=picard/P33410_1022.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 17:06:49 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30422731	704058	24	0.82266	0.00098			
All Reads	ALL	25	38148940	895160	24	0.83412	0.000882			
All Reads	ALL	26	46458566	1110187	24	0.849456	0.000806			
All Reads	ALL	27	55140542	1340632	24	0.864269	0.000746			
All Reads	ALL	28	63902550	1583311	24	0.880762	0.0007			
All Reads	ALL	29	72441993	1831680	24	0.898814	0.000664			
All Reads	ALL	30	80581156	2075872	24	0.915751	0.000636			
All Reads	ALL	31	88164984	2315088	24	0.93343	0.000613			
All Reads	ALL	32	95038247	2548032	24	0.953053	0.000597			
All Reads	ALL	33	101107447	2751270	24	0.967298	0.000583			
All Reads	ALL	34	106387106	2933348	24	0.980133	0.000572			
All Reads	ALL	35	110786537	3089102	24	0.991187	0.000564			
All Reads	ALL	36	114265477	3209867	24	0.998579	0.000557			
All Reads	ALL	37	116110601	3293490	24	1.008312	0.000556			
All Reads	ALL	38	115907234	3318553	24	1.017768	0.000559			
All Reads	ALL	39	113900160	3298440	24	1.029425	0.000567			
All Reads	ALL	40	110364340	3233967	24	1.041639	0.000579			
All Reads	ALL	41	105407746	3140055	24	1.058949	0.000598			
All Reads	ALL	42	99544188	3024615	24	1.080102	0.000621			
All Reads	ALL	43	93500811	2909041	24	1.105974	0.000648			
All Reads	ALL	44	88088657	2787932	24	1.125052	0.000674			
All Reads	ALL	45	83720724	2683709	24	1.139496	0.000696			
All Reads	ALL	46	80351717	2579190	24	1.141034	0.00071			
All Reads	ALL	47	77655538	2479473	24	1.135004	0.000721			
All Reads	ALL	48	74952441	2370971	24	1.124478	0.00073			
All Reads	ALL	49	71661283	2239677	24	1.110993	0.000742			
All Reads	ALL	50	67505559	2089167	24	1.10013	0.000761			
All Reads	ALL	51	62660114	1918712	24	1.088501	0.000786			
All Reads	ALL	52	57645953	1748579	24	1.078268	0.000815			
All Reads	ALL	53	52963590	1589363	24	1.066734	0.000846			
All Reads	ALL	54	48793587	1439056	24	1.048396	0.000874			
All Reads	ALL	55	45115286	1306400	24	1.029349	0.000901			
All Reads	ALL	56	41569878	1176687	24	1.006219	0.000928			
All Reads	ALL	57	37799155	1045701	24	0.983413	0.000962			
All Reads	ALL	58	33644269	907279	24	0.958606	0.001006			
All Reads	ALL	59	29144419	767728	24	0.936402	0.001069			
All Reads	ALL	60	24632876	630842	24	0.910366	0.001146			
All Reads	ALL	61	20468515	506037	24	0.878833	0.001235			
All Reads	ALL	62	16914610	400736	24	0.842184	0.00133			
All Reads	ALL	63	13979884	315755	24	0.802892	0.001429			
All Reads	ALL	64	11560263	246643	24	0.758423	0.001527			
All Reads	ALL	65	9542060	189803	24	0.707085	0.001623			
All Reads	ALL	66	7868349	146748	23	0.662978	0.001731			
All Reads	ALL	67	6396960	110476	23	0.61391	0.001847			
All Reads	ALL	68	5119562	83141	23	0.577288	0.002002			
All Reads	ALL	69	4099097	62106	23	0.538587	0.002161			
All Reads	ALL	70	3289710	46326	23	0.500585	0.002326			
All Reads	ALL	71	2634439	34984	23	0.472054	0.002524			
All Reads	ALL	72	2131665	26608	22	0.443715	0.00272			
All Reads	ALL	73	1739975	20739	22	0.423697	0.002942			
All Reads	ALL	74	1435643	16412	22	0.406374	0.003172			
All Reads	ALL	75	1208249	13151	21	0.386912	0.003374			
All Reads	ALL	76	1041500	10660	22	0.363838	0.003524			
All Reads	ALL	77	916351	8668	21	0.336254	0.003612			
All Reads	ALL	78	815285	7326	21	0.319424	0.003732			
All Reads	ALL	79	711558	5838	21	0.291651	0.003817			
All Reads	ALL	80	606682	4561	20	0.267245	0.003957			
All Reads	ALL	81	510586	3636	21	0.253143	0.004198			
All Reads	ALL	82	428988	2868	20	0.237654	0.004438			
All Reads	ALL	83	353096	2156	20	0.217053	0.004675			
All Reads	ALL	84	276529	1683	19	0.216348	0.005274			
All Reads	ALL	85	200966	1083	19	0.191565	0.005821			
All Reads	ALL	86	134371	780	19	0.206348	0.007388			
All Reads	ALL	87	88139	503	19	0.202866	0.009045			
All Reads	ALL	88	60841	326	19	0.190472	0.010549			
All Reads	ALL	89	39439	214	19	0.192885	0.013185			
All Reads	ALL	90	25739	129	18	0.178159	0.015686			
All Reads	ALL	91	16593	82	18	0.175671	0.0194			
All Reads	ALL	92	9922	26	17	0.09315	0.018268			
All Reads	ALL	93	6255	14	13	0.079563	0.021264			
All Reads	ALL	94	3553	547	18	5.472711	0.233996			
All Reads	ALL	95	1701	6370	18	133.120675	1.667922			
All Reads	ALL	96	986	2324	17	83.785642	1.738007			
All Reads	ALL	97	658	44082	16	2381.473697	11.342666			
All Reads	ALL	98	328	30005	22	3251.847571	18.772986			
All Reads	ALL	99	133	31105	26	8313.596789	47.138293			
All Reads	ALL	100	339	0	0	0	0			


