## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/P33410_1016.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/P33410_1016.gc_summary_metrics.txt INPUT=/vulpes/proj/ngis/ngi2016004/private/pontus/GA_24_11_scWGS/analysis/downsample_40M/sarek_GRCh38/outdir/preprocessing/markduplicates/P33410_1016/P33410_1016.md.cram OUTPUT=picard/P33410_1016.gc_bias_metrics.txt REFERENCE_SEQUENCE=/sw/data/igenomes/Homo_sapiens/NCBI/GRCh38/Sequence/WholeGenomeFasta/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Mar 04 16:54:39 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30422731	763704	24	0.891836	0.001021			
All Reads	ALL	25	38148940	968489	24	0.901925	0.000916			
All Reads	ALL	26	46458566	1196702	24	0.91512	0.000837			
All Reads	ALL	27	55140542	1439138	24	0.927234	0.000773			
All Reads	ALL	28	63902550	1693400	24	0.941455	0.000723			
All Reads	ALL	29	72441993	1949287	24	0.955968	0.000685			
All Reads	ALL	30	80581156	2201730	24	0.970708	0.000654			
All Reads	ALL	31	88164984	2446230	24	0.985733	0.00063			
All Reads	ALL	32	95038247	2679171	24	1.001521	0.000612			
All Reads	ALL	33	101107447	2887942	24	1.01476	0.000597			
All Reads	ALL	34	106387106	3065606	24	1.02373	0.000585			
All Reads	ALL	35	110786537	3208326	24	1.028844	0.000574			
All Reads	ALL	36	114265477	3324115	24	1.03352	0.000567			
All Reads	ALL	37	116110601	3395194	24	1.038845	0.000564			
All Reads	ALL	38	115907234	3402066	24	1.042774	0.000565			
All Reads	ALL	39	113900160	3350218	24	1.044977	0.000571			
All Reads	ALL	40	110364340	3265747	24	1.051264	0.000582			
All Reads	ALL	41	105407746	3145784	24	1.060265	0.000598			
All Reads	ALL	42	99544188	3016542	24	1.076593	0.00062			
All Reads	ALL	43	93500811	2875151	24	1.092454	0.000644			
All Reads	ALL	44	88088657	2738550	24	1.104482	0.000667			
All Reads	ALL	45	83720724	2616526	24	1.110325	0.000686			
All Reads	ALL	46	80351717	2499253	24	1.105027	0.000699			
All Reads	ALL	47	77655538	2387621	24	1.092323	0.000707			
All Reads	ALL	48	74952441	2272975	24	1.077375	0.000715			
All Reads	ALL	49	71661283	2137702	24	1.059792	0.000725			
All Reads	ALL	50	67505559	1981867	24	1.043021	0.000741			
All Reads	ALL	51	62660114	1811867	24	1.02729	0.000763			
All Reads	ALL	52	57645953	1640360	24	1.010947	0.000789			
All Reads	ALL	53	52963590	1482940	24	0.994728	0.000817			
All Reads	ALL	54	48793587	1336917	24	0.973419	0.000842			
All Reads	ALL	55	45115286	1206160	24	0.949815	0.000865			
All Reads	ALL	56	41569878	1080919	24	0.923788	0.000889			
All Reads	ALL	57	37799155	955850	24	0.898392	0.000919			
All Reads	ALL	58	33644269	825875	24	0.87209	0.00096			
All Reads	ALL	59	29144419	692383	24	0.844013	0.001014			
All Reads	ALL	60	24632876	565129	24	0.815062	0.001084			
All Reads	ALL	61	20468515	451335	24	0.783377	0.001166			
All Reads	ALL	62	16914610	355807	24	0.747327	0.001253			
All Reads	ALL	63	13979884	277471	24	0.705135	0.001339			
All Reads	ALL	64	11560263	216158	24	0.664296	0.001429			
All Reads	ALL	65	9542060	166195	23	0.618776	0.001518			
All Reads	ALL	66	7868349	127715	23	0.576655	0.001614			
All Reads	ALL	67	6396960	95551	23	0.530664	0.001717			
All Reads	ALL	68	5119562	71614	23	0.496962	0.001857			
All Reads	ALL	69	4099097	53471	23	0.463434	0.002004			
All Reads	ALL	70	3289710	40090	23	0.432949	0.002162			
All Reads	ALL	71	2634439	30125	22	0.406253	0.002341			
All Reads	ALL	72	2131665	23223	22	0.387041	0.00254			
All Reads	ALL	73	1739975	18491	22	0.377551	0.002776			
All Reads	ALL	74	1435643	14051	22	0.347711	0.002933			
All Reads	ALL	75	1208249	11452	21	0.336731	0.003147			
All Reads	ALL	76	1041500	9199	21	0.31379	0.003272			
All Reads	ALL	77	916351	7485	21	0.290194	0.003354			
All Reads	ALL	78	815285	6272	21	0.273309	0.003451			
All Reads	ALL	79	711558	5043	20	0.251789	0.003546			
All Reads	ALL	80	606682	4030	20	0.235995	0.003717			
All Reads	ALL	81	510586	3213	21	0.223563	0.003944			
All Reads	ALL	82	428988	2441	20	0.202153	0.004092			
All Reads	ALL	83	353096	1908	20	0.191975	0.004395			
All Reads	ALL	84	276529	1441	20	0.185132	0.004877			
All Reads	ALL	85	200966	979	20	0.173069	0.005531			
All Reads	ALL	86	134371	600	19	0.158637	0.006476			
All Reads	ALL	87	88139	355	19	0.143093	0.007595			
All Reads	ALL	88	60841	245	18	0.143063	0.00914			
All Reads	ALL	89	39439	131	19	0.118006	0.01031			
All Reads	ALL	90	25739	104	18	0.143549	0.014076			
All Reads	ALL	91	16593	67	18	0.143452	0.017526			
All Reads	ALL	92	9922	35	16	0.125322	0.021183			
All Reads	ALL	93	6255	9	17	0.051118	0.017039			
All Reads	ALL	94	3553	561	18	5.609519	0.236834			
All Reads	ALL	95	1701	7100	18	148.290058	1.759879			
All Reads	ALL	96	986	2402	17	86.547412	1.765906			
All Reads	ALL	97	658	49604	16	2678.235757	12.025149			
All Reads	ALL	98	328	28411	21	3077.305941	18.256916			
All Reads	ALL	99	133	33554	25	8962.943485	48.930371			
All Reads	ALL	100	339	0	0	0	0			


